id,author_nickname,author_uniqueId,stats_collectCount,stats_commentCount,stats_diggCount,stats_shareCount,stats_playCount,video_duration,isAd
7143805334904196394,Margaret & Stetson,everythingenvy,11900,44,60300,490,922500,24,
7143333264667757870,Margaret & Stetson,everythingenvy,456,4,2196,42,51600,18,
7142936149538082094,Margaret & Stetson,everythingenvy,10500,64,42200,401,590400,22,
7140711391924587818,Margaret & Stetson,everythingenvy,5520,44,28300,381,509300,23,
7139954895033027882,Margaret & Stetson,everythingenvy,969,16,5102,285,216700,10,
7138850134116519214,Margaret & Stetson,everythingenvy,4350,28,32800,464,686700,17,
7137750668038671662,Margaret & Stetson,everythingenvy,2852,15,12400,192,165600,22,
7135143306538814766,Margaret & Stetson,everythingenvy,2136,16,8878,103,110400,26,
7132943375048772906,Margaret & Stetson,everythingenvy,1039,16,5169,74,108900,21,
7132527874661371182,Margaret & Stetson,everythingenvy,292,4,1802,32,46800,22,
7132171298532232490,Margaret & Stetson,everythingenvy,7120,34,43000,309,801100,18,
7131042357222460718,Margaret & Stetson,everythingenvy,4020,21,29000,85,237400,19,
7129589429857013035,Margaret & Stetson,everythingenvy,1166,15,9632,83,168300,17,
7128469032088505642,Margaret & Stetson,everythingenvy,1684,13,12700,141,151400,21,
7127726308221537582,Margaret & Stetson,everythingenvy,2400,16,12800,149,168500,23,
7107374183469911339,Margaret & Stetson,everythingenvy,1519,72,42800,294,1200000,18,
7106934047657626926,Margaret & Stetson,everythingenvy,6479,48,79300,377,864800,21,
7104761209710202158,Margaret & Stetson,everythingenvy,6037,71,86400,172,1000000,17,
7104365811103550763,Margaret & Stetson,everythingenvy,795,5,3811,90,74700,22,
7103965840453717291,Margaret & Stetson,everythingenvy,581,15,4053,54,102100,20,
7102487678985375022,Margaret & Stetson,everythingenvy,257,1,1166,16,39000,16,
7101370357981908267,Margaret & Stetson,everythingenvy,1459,44,12600,200,285500,18,
7100997576723549486,Margaret & Stetson,everythingenvy,456,2,2076,29,43000,20,
7099241497639259434,Margaret & Stetson,everythingenvy,194,4,1009,14,34400,18,
7098785328000945451,Margaret & Stetson,everythingenvy,156,3,1081,12,31600,32,
7098775296006016299,Margaret & Stetson,everythingenvy,321,16,1236,96,31100,11,
7098430784482086186,Margaret & Stetson,everythingenvy,767,45,6723,1193,323600,17,
7097479990903868718,Margaret & Stetson,everythingenvy,14600,250,210800,1251,2300000,20,
7096187163980680490,Margaret & Stetson,everythingenvy,857,23,7839,388,283900,16,
7021594026629451013,Margaret & Stetson,everythingenvy,169,12,2050,87,46500,21,
7018985337502403846,Margaret & Stetson,everythingenvy,92,6,1186,84,40100,18,
7018622208679415046,Margaret & Stetson,everythingenvy,10900,660,182200,19800,4000000,14,
7016360644005907717,Margaret & Stetson,everythingenvy,35,4,641,18,32300,11,
7008624863611047174,Margaret & Stetson,everythingenvy,40,1,794,23,29900,26,
7008360860397735174,Margaret & Stetson,everythingenvy,502,20,8635,271,362100,15,
7005676766522117381,Margaret & Stetson,everythingenvy,31,8,644,39,29800,11,
7004880671730683141,Margaret & Stetson,everythingenvy,103,6,1323,114,45100,11,
7003772914784865542,Margaret & Stetson,everythingenvy,52,1,638,71,42900,21,True
6976819510540061957,Margaret & Stetson,everythingenvy,115,5,756,150,19500,31,
6971965709291146501,Margaret & Stetson,everythingenvy,1166,70,5879,2255,107300,23,
7079110339106704683,Margaret & Stetson,everythingenvy,272,2,1847,26,61900,20,
7078358116554788139,Margaret & Stetson,everythingenvy,120,2,1220,30,31900,16,
7075778744094395691,Margaret & Stetson,everythingenvy,172,12,1649,25,35100,23,
7073199658184559918,Margaret & Stetson,everythingenvy,58,7,609,15,17700,19,
7068493374151576879,Margaret & Stetson,everythingenvy,72,0,590,14,24000,23,
7068052842770222383,Margaret & Stetson,everythingenvy,194,10,2166,51,58100,21,
7352996524642815278,Margaret & Stetson,everythingenvy,98,4,303,45,18700,8,
7351106320579235114,Margaret & Stetson,everythingenvy,212,6,856,107,74800,8,
7350458729940274474,Margaret & Stetson,everythingenvy,1565,15,4298,728,153300,9,
7350378686631234858,Margaret & Stetson,everythingenvy,159,6,519,28,20100,7,
7350359349300170026,Margaret & Stetson,everythingenvy,170,2,492,44,20100,7,
7350359339883908394,Margaret & Stetson,everythingenvy,197,8,401,81,16900,7,
7349308684436016427,Margaret & Stetson,everythingenvy,60,3,269,44,21400,10,
7348995012010659118,Margaret & Stetson,everythingenvy,17600,600,45600,12300,2800000,8,
7348637939318017323,Margaret & Stetson,everythingenvy,349,4,824,184,28100,7,
7348620171407363371,Margaret & Stetson,everythingenvy,297,6,560,100,34500,8,
7348499030676131114,Margaret & Stetson,everythingenvy,161600,1489,415500,125500,15700000,9,
7283622590445276459,Jared Andersen,stuffyouactuallyneed,557,16,5615,75,84600,27,
7283219303581781294,Jared Andersen,stuffyouactuallyneed,1759,25,14000,237,164400,39,
7282863691387751723,Jared Andersen,stuffyouactuallyneed,44,42,1551,109,629600,68,True
7282049103398292778,Jared Andersen,stuffyouactuallyneed,969,16,9308,141,122900,65,
7281390261031210282,Jared Andersen,stuffyouactuallyneed,799,116,12500,183,127800,38,
7281021233154526506,Jared Andersen,stuffyouactuallyneed,1844,22,14100,283,163700,38,
7280660910312639786,Jared Andersen,stuffyouactuallyneed,1257,24,11400,236,140400,50,
7280286804752977198,Jared Andersen,stuffyouactuallyneed,697,34,9597,80,123700,22,
7279839127162424622,Jared Andersen,stuffyouactuallyneed,1251,40,12000,317,129300,27,
7279439188515130666,Jared Andersen,stuffyouactuallyneed,679,20,8457,92,146100,15,
7279112099022851371,Jared Andersen,stuffyouactuallyneed,5840,178,24500,4107,481100,31,
7278804232944438574,Jared Andersen,stuffyouactuallyneed,1134,42,14600,276,157800,37,
7278420645074013486,Jared Andersen,stuffyouactuallyneed,747,58,9791,130,129600,52,
7278049638807031082,Jared Andersen,stuffyouactuallyneed,1035,29,11400,191,174600,32,
7277685183816633646,Jared Andersen,stuffyouactuallyneed,1077,68,13000,279,179600,34,
7277240998097472810,Jared Andersen,stuffyouactuallyneed,583,25,7596,88,111200,21,
7276884559143243051,Jared Andersen,stuffyouactuallyneed,1261,24,9582,331,117800,51,
7276522653215886638,Jared Andersen,stuffyouactuallyneed,679,60,8395,199,138300,22,
7276193357230001451,Jared Andersen,stuffyouactuallyneed,392,23,4518,118,57500,37,
7275826319244496170,Jared Andersen,stuffyouactuallyneed,996,33,8948,377,124500,34,
7275455769083104558,Jared Andersen,stuffyouactuallyneed,1766,110,12600,383,153300,44,
7274626389205273902,Jared Andersen,stuffyouactuallyneed,1113,63,12500,415,225900,24,
7274250402684718378,Jared Andersen,stuffyouactuallyneed,960,22,8621,163,110300,60,
7273899515264929066,Jared Andersen,stuffyouactuallyneed,1919,61,18600,290,213300,75,
7273601364343737643,Jared Andersen,stuffyouactuallyneed,3849,232,26400,2355,486200,32,
7273222689949568298,Jared Andersen,stuffyouactuallyneed,1110,39,8702,806,127100,21,
7272849445409148203,Jared Andersen,stuffyouactuallyneed,1726,56,11100,427,120800,42,
7272490131922095402,Jared Andersen,stuffyouactuallyneed,220,18,5318,21,91000,13,
7271325212820671790,Jared Andersen,stuffyouactuallyneed,1171,126,8016,443,136100,29,
7270264913237495086,Jared Andersen,stuffyouactuallyneed,566,14,3623,89,52400,57,
7269889759558831403,Jared Andersen,stuffyouactuallyneed,1138,62,10400,287,150200,56,
7269443103222713643,Jared Andersen,stuffyouactuallyneed,791,25,8827,222,98700,53,
7315884545620938014,Jared Andersen,stuffyouactuallyneed,171,12,954,13,15700,69,
7315191294265969950,Jared Andersen,stuffyouactuallyneed,74,8,605,13,19700,17,
7314071987788320030,Jared Andersen,stuffyouactuallyneed,94,8,808,11,32500,17,
7313594352679406878,Jared Andersen,stuffyouactuallyneed,455,16,2666,46,72400,158,
7312937099181755678,Jared Andersen,stuffyouactuallyneed,93,8,421,14,15100,26,
7312569991730187550,Jared Andersen,stuffyouactuallyneed,414,27,1572,128,89400,20,
7311475557689085214,Jared Andersen,stuffyouactuallyneed,184,11,1097,18,20200,63,
7311040297880882462,Jared Andersen,stuffyouactuallyneed,61,4,711,4,19300,19,
7310341284722478367,Jared Andersen,stuffyouactuallyneed,72,6,547,13,23300,19,
7309236126353575199,Jared Andersen,stuffyouactuallyneed,564,40,4815,94,136800,34,
7308444813018385694,Jared Andersen,stuffyouactuallyneed,93,17,1034,15,40300,22,
7307025927953714462,Jared Andersen,stuffyouactuallyneed,218,13,2114,63,139800,19,
7306639147295395103,Jared Andersen,stuffyouactuallyneed,205,17,1537,47,49600,32,
7304884494970948895,Jared Andersen,stuffyouactuallyneed,978,19,10100,107,138300,39,
7304320653870648619,Jared Andersen,stuffyouactuallyneed,431,19,6227,36,62900,32,
7304068919478865195,Jared Andersen,stuffyouactuallyneed,1222,27,11200,232,150400,20,
7303711093736607022,Jared Andersen,stuffyouactuallyneed,701,15,6020,29,89000,44,
7302879475279121706,Jared Andersen,stuffyouactuallyneed,963,15,4444,97,70200,38,
7302534428440448299,Jared Andersen,stuffyouactuallyneed,443,12,3813,44,53800,54,
7302194961884155178,Jared Andersen,stuffyouactuallyneed,783,16,8166,79,105200,44,
7301819391312760107,Jared Andersen,stuffyouactuallyneed,833,20,8115,97,161600,19,
7301453839763246379,Jared Andersen,stuffyouactuallyneed,168,6,3439,21,65600,19,
7301068869538417962,Jared Andersen,stuffyouactuallyneed,2088,54,15000,491,378800,34,
7300649358440025386,Jared Andersen,stuffyouactuallyneed,1134,28,8340,90,111300,88,
7300271646605348142,Jared Andersen,stuffyouactuallyneed,1118,35,9817,69,116300,58,
7299234063976631598,Jared Andersen,stuffyouactuallyneed,816,49,7168,122,120900,27,
7298848747755146542,Jared Andersen,stuffyouactuallyneed,1018,23,8109,80,118000,38,
7298507614755802410,Jared Andersen,stuffyouactuallyneed,439,10,5929,48,67200,24,
7298067147161390378,Jared Andersen,stuffyouactuallyneed,475,15,6961,27,101100,41,
7188257881240751402,Jared Andersen,stuffyouactuallyneed,1059,18,12100,355,153100,24,
7187902353570303275,Jared Andersen,stuffyouactuallyneed,2367,56,14800,719,354200,27,
7187523128644406571,Jared Andersen,stuffyouactuallyneed,11100,213,78700,5110,2700000,20,
7187154482914938155,Jared Andersen,stuffyouactuallyneed,101000,1161,1100000,39200,10400000,30,
7186784704333647150,Jared Andersen,stuffyouactuallyneed,1434,44,50200,187,1400000,16,
7185585185465879854,Jared Andersen,stuffyouactuallyneed,1381,37,10100,377,131000,35,
7185300290487192874,Jared Andersen,stuffyouactuallyneed,6400,789,95400,9299,1800000,13,
7184559053627133230,Jared Andersen,stuffyouactuallyneed,57500,1311,449700,53700,4400000,22,
7184149774352846123,Jared Andersen,stuffyouactuallyneed,2337,44,35600,723,716700,28,
7183725900800740650,Jared Andersen,stuffyouactuallyneed,1906,95,30100,1152,494400,17,
7183001565513551150,Jared Andersen,stuffyouactuallyneed,3525,68,17300,1463,245000,40,
7182617178796084523,Jared Andersen,stuffyouactuallyneed,672,25,13000,782,323600,14,
7182311502941293870,Jared Andersen,stuffyouactuallyneed,2045,37,21600,638,231200,34,
7181919436411014443,Jared Andersen,stuffyouactuallyneed,2900,110,32400,7533,1300000,12,
7181525524882132267,Jared Andersen,stuffyouactuallyneed,445,19,4354,159,112300,13,
7180809249059179822,Jared Andersen,stuffyouactuallyneed,11200,144,56500,2033,2000000,10,
7180395077628349738,Jared Andersen,stuffyouactuallyneed,183,16,2662,87,69400,10,
7180109650191289646,Jared Andersen,stuffyouactuallyneed,18000,313,339800,5419,4400000,31,
7179740071682231595,Jared Andersen,stuffyouactuallyneed,1885,215,37400,1922,524500,21,
7179375103929584942,Jared Andersen,stuffyouactuallyneed,71000,835,855700,26000,8500000,33,
7178989419087727918,Jared Andersen,stuffyouactuallyneed,129300,1440,1200000,42400,11100000,23,
7178489415235325227,Jared Andersen,stuffyouactuallyneed,10200,152,136900,2364,2500000,10,
7178174460040613166,Jared Andersen,stuffyouactuallyneed,479,33,3719,270,79900,23,
7177849783468543278,Jared Andersen,stuffyouactuallyneed,230,4,1499,46,57100,21,
7177508654524976427,Jared Andersen,stuffyouactuallyneed,576,24,3908,146,81400,63,
7177143700659948846,Jared Andersen,stuffyouactuallyneed,601,14,3371,153,65200,27,
7176771653848829226,Jared Andersen,stuffyouactuallyneed,358,7,2089,110,61600,13,
7176432465886661930,Jared Andersen,stuffyouactuallyneed,170,4,1272,74,46100,21,
7175544526260587822,Jared Andersen,stuffyouactuallyneed,282,10,3730,176,89900,12,
7175229593622924590,Jared Andersen,stuffyouactuallyneed,2397,43,14500,1764,265100,53,
7174912962212416814,Jared Andersen,stuffyouactuallyneed,61600,511,439600,10400,4600000,49,
7269092758445509930,Jared Andersen,stuffyouactuallyneed,1474,31,8971,393,134400,54,
7268713879113321770,Jared Andersen,stuffyouactuallyneed,895,34,8939,251,140100,80,
7268413629706374443,Jared Andersen,stuffyouactuallyneed,2754,93,21800,512,342400,53,
7267670469338320170,Jared Andersen,stuffyouactuallyneed,610,34,6624,205,169500,28,
7267302726516706603,Jared Andersen,stuffyouactuallyneed,173,16,3140,32,72700,21,
7266874057751039275,Jared Andersen,stuffyouactuallyneed,128,6,1452,47,37300,17,
7266416530811014446,Jared Andersen,stuffyouactuallyneed,944,56,10200,156,222300,22,
7266081352351616299,Jared Andersen,stuffyouactuallyneed,6367,212,51800,1467,635400,96,
7265437468802043178,Jared Andersen,stuffyouactuallyneed,580,27,5562,118,136400,21,
7265059686700010798,Jared Andersen,stuffyouactuallyneed,496,14,3642,180,58100,29,
7264698388380142891,Jared Andersen,stuffyouactuallyneed,151,20,2641,50,38900,26,
7264269543634144554,Jared Andersen,stuffyouactuallyneed,268,24,2715,53,46000,51,
7263593763765751083,Jared Andersen,stuffyouactuallyneed,45,19,1171,15,722200,35,True
7263215462505336106,Jared Andersen,stuffyouactuallyneed,218,14,2592,67,43500,21,
7262848559957953834,Jared Andersen,stuffyouactuallyneed,13600,265,57400,6663,1100000,73,
7262102349110381867,Jared Andersen,stuffyouactuallyneed,258,28,2138,105,41900,24,
7261620921247550763,Jared Andersen,stuffyouactuallyneed,183,22,2554,31,52000,24,
7261244757601471786,Jared Andersen,stuffyouactuallyneed,15300,286,160000,2828,1300000,15,True
7260987807886396718,Jared Andersen,stuffyouactuallyneed,160,15,2063,36,65800,18,
7260246795152936234,Jared Andersen,stuffyouactuallyneed,202,11,1543,31,29400,30,
7259872613684497707,Jared Andersen,stuffyouactuallyneed,280,21,2931,204,53800,30,
7259498518270725422,Jared Andersen,stuffyouactuallyneed,1527,55,18300,60,279300,36,
7259027788743675179,Jared Andersen,stuffyouactuallyneed,132,7,1298,19,27000,20,
7258673553820618030,Jared Andersen,stuffyouactuallyneed,271,13,3138,64,56100,25,
7258340974445825323,Jared Andersen,stuffyouactuallyneed,340,12,3319,102,74100,19,
7257645118163930411,Jared Andersen,stuffyouactuallyneed,3596,108,61200,410,520700,38,
7257283559973637422,Jared Andersen,stuffyouactuallyneed,19600,578,211800,4739,2100000,33,True
7256904706709114155,Jared Andersen,stuffyouactuallyneed,364,25,4304,67,92500,33,
7256424336108653866,Jared Andersen,stuffyouactuallyneed,499,33,5517,76,96000,29,
7256040203893181739,Jared Andersen,stuffyouactuallyneed,1098,46,14400,214,313800,23,
7255704402839850283,Jared Andersen,stuffyouactuallyneed,327,20,1656,139,63300,18,
7255422527814602026,Jared Andersen,stuffyouactuallyneed,1310,40,16600,709,448200,29,
7254960638915513646,Jared Andersen,stuffyouactuallyneed,128,10,971,62,26600,39,
7215720385080495406,Jared Andersen,stuffyouactuallyneed,3458,112,31600,1372,495300,45,
7215344271724170542,Jared Andersen,stuffyouactuallyneed,23800,299,193900,2543,2700000,42,
7214894950041832747,Jared Andersen,stuffyouactuallyneed,5665,125,48800,2747,841800,38,
7214504858622414126,Jared Andersen,stuffyouactuallyneed,13300,163,130500,4266,2100000,31,
7214187037505719595,Jared Andersen,stuffyouactuallyneed,100,9,910,23,38100,25,
7213494565918002478,Jared Andersen,stuffyouactuallyneed,6490,91,24400,4324,583200,29,
7212747775291837739,Jared Andersen,stuffyouactuallyneed,12600,486,147100,5843,2400000,39,
7212292170424929578,Jared Andersen,stuffyouactuallyneed,3427,75,20100,1424,333800,47,
7211949201687727406,Jared Andersen,stuffyouactuallyneed,6813,145,52800,1739,993000,40,
7211557648800468266,Jared Andersen,stuffyouactuallyneed,21700,224,195000,11900,3400000,48,
7211267421103983914,Jared Andersen,stuffyouactuallyneed,1462,67,17000,791,355700,39,
7210900797289205035,Jared Andersen,stuffyouactuallyneed,1330,44,14600,775,240200,36,
7210540071617924394,Jared Andersen,stuffyouactuallyneed,1315,28,19000,237,445400,30,
7210445909480557866,Jared Andersen,stuffyouactuallyneed,165,26,2882,37,61400,47,
7210151347910544686,Jared Andersen,stuffyouactuallyneed,6077,76,47900,1203,638500,19,True
7209703579106512170,Jared Andersen,stuffyouactuallyneed,10300,385,100700,3252,2000000,41,
7209308013021203755,Jared Andersen,stuffyouactuallyneed,9680,146,83100,3261,1200000,49,
7208966888397770026,Jared Andersen,stuffyouactuallyneed,167100,2738,1500000,46700,22100000,43,
7208311171697380654,Jared Andersen,stuffyouactuallyneed,10800,282,108500,3491,1800000,29,
7207941711471922474,Jared Andersen,stuffyouactuallyneed,37900,427,418300,10100,6100000,36,
7207099849383284014,Jared Andersen,stuffyouactuallyneed,43100,378,451500,12600,4500000,31,
7206807520529141035,Jared Andersen,stuffyouactuallyneed,870,39,7885,216,192100,32,
7206366589518777646,Jared Andersen,stuffyouactuallyneed,725,86,11100,930,3900000,20,True
7206085337100176682,Jared Andersen,stuffyouactuallyneed,80600,1035,593200,41900,9300000,35,
7205709542884216106,Jared Andersen,stuffyouactuallyneed,51700,429,409500,33600,5700000,28,
7205338877823896874,Jared Andersen,stuffyouactuallyneed,4366,97,48500,2151,965200,30,
7204971432093306154,Jared Andersen,stuffyouactuallyneed,1981,47,22200,685,323200,33,
7204500952122920234,Jared Andersen,stuffyouactuallyneed,30600,605,298700,21600,5300000,37,
7204212618372992299,Jared Andersen,stuffyouactuallyneed,20300,176,111200,8623,1800000,22,
7203808626195057963,Jared Andersen,stuffyouactuallyneed,11000,159,109000,8640,1400000,33,
7108854009527684395,Jared Andersen,stuffyouactuallyneed,19500,1206,168000,20700,2900000,18,
7107726242941570350,Jared Andersen,stuffyouactuallyneed,1010,27,6430,177,166200,11,
7106993475249278251,Jared Andersen,stuffyouactuallyneed,176,11,1752,102,54400,13,
7104766448010087726,Jared Andersen,stuffyouactuallyneed,648,31,5664,93,151000,20,
7104024631551741230,Jared Andersen,stuffyouactuallyneed,341,14,3400,77,74600,15,
7103558281649753390,Jared Andersen,stuffyouactuallyneed,3103,345,73300,655,1400000,20,True
7102418413183667498,Jared Andersen,stuffyouactuallyneed,735,18,5192,233,107000,15,
7101426177033669931,Jared Andersen,stuffyouactuallyneed,7815,290,120800,1354,2400000,20,
7101055861128269098,Jared Andersen,stuffyouactuallyneed,332,17,4778,49,93400,26,
7099569568229625131,Jared Andersen,stuffyouactuallyneed,403,15,3084,71,60900,23,
7099202076403666219,Jared Andersen,stuffyouactuallyneed,5457,319,76000,3779,1400000,15,
7098828807301303595,Jared Andersen,stuffyouactuallyneed,569,43,9025,188,296600,10,
7098461588453166382,Jared Andersen,stuffyouactuallyneed,197,19,6206,50,134300,14,
7097329688489528619,Jared Andersen,stuffyouactuallyneed,69200,3717,1200000,85500,11200000,15,
7096977131426696490,Jared Andersen,stuffyouactuallyneed,1761,72,21300,259,350900,26,
7096599451891961131,Jared Andersen,stuffyouactuallyneed,874,40,7142,193,144500,12,
7096241021780217134,Jared Andersen,stuffyouactuallyneed,766,50,12500,345,181900,14,
7095859832992943406,Jared Andersen,stuffyouactuallyneed,1848,140,46100,359,813200,13,
7094004328138067243,Jared Andersen,stuffyouactuallyneed,1112,129,12600,963,266600,14,
7093634727193726254,Jared Andersen,stuffyouactuallyneed,2286,123,28600,2791,960700,17,
7093260761283480878,Jared Andersen,stuffyouactuallyneed,4906,52,40300,2378,461300,27,
7297668123526745386,Jared Andersen,stuffyouactuallyneed,1758,38,14500,201,183100,54,
7297324200207928619,Jared Andersen,stuffyouactuallyneed,413,11,7825,41,147800,18,
7296605214688218410,Jared Andersen,stuffyouactuallyneed,772,19,7060,71,95300,58,
7295868195980873006,Jared Andersen,stuffyouactuallyneed,1123,16,8217,140,154400,20,
7295181151893720366,Jared Andersen,stuffyouactuallyneed,1218,28,9179,83,116000,50,
7294661291199712555,Jared Andersen,stuffyouactuallyneed,1331,29,10900,83,122200,47,
7294375317786037550,Jared Andersen,stuffyouactuallyneed,574,30,7928,33,131200,26,
7294014527044078891,Jared Andersen,stuffyouactuallyneed,1098,26,11700,117,147300,41,
7293648321652985130,Jared Andersen,stuffyouactuallyneed,2050,36,15100,220,163100,54,
7293272806366711082,Jared Andersen,stuffyouactuallyneed,641,36,9457,34,141800,32,
7292417591124151598,Jared Andersen,stuffyouactuallyneed,1416,28,14500,206,181200,54,
7292093713944153386,Jared Andersen,stuffyouactuallyneed,586,21,7139,83,102200,28,
7291809323347709230,Jared Andersen,stuffyouactuallyneed,338,44,4505,134,63800,50,
7291427155118984490,Jared Andersen,stuffyouactuallyneed,872,45,10200,261,143400,29,
7291062254722895150,Jared Andersen,stuffyouactuallyneed,1273,40,13300,275,170000,33,
7290667360858443051,Jared Andersen,stuffyouactuallyneed,2474,41,20500,174,353100,56,
7290230380773444910,Jared Andersen,stuffyouactuallyneed,589,16,7427,85,103600,48,
7289542035667782958,Jared Andersen,stuffyouactuallyneed,190,12,2429,27,48800,24,
7289211699842927915,Jared Andersen,stuffyouactuallyneed,495,25,6018,169,106000,30,
7288733985742753070,Jared Andersen,stuffyouactuallyneed,1238,45,12200,701,165600,22,
7288067728349416750,Jared Andersen,stuffyouactuallyneed,872,39,13100,186,193900,32,
7287635050571517227,Jared Andersen,stuffyouactuallyneed,748,34,10300,118,200400,22,
7286944195904982318,Jared Andersen,stuffyouactuallyneed,262,8,2697,40,47200,59,
7286565783965060398,Jared Andersen,stuffyouactuallyneed,2879,165,15600,1244,239500,35,
7286225924323052846,Jared Andersen,stuffyouactuallyneed,512,27,6348,85,108400,25,
7285836957953936686,Jared Andersen,stuffyouactuallyneed,3453,98,30900,1301,1200000,21,
7285465444968877355,Jared Andersen,stuffyouactuallyneed,840,37,8985,135,173600,22,
7285034824061193518,Jared Andersen,stuffyouactuallyneed,1532,36,12700,208,157100,54,
7284671904844320046,Jared Andersen,stuffyouactuallyneed,842,28,9676,119,125500,60,
7284342290242506030,Jared Andersen,stuffyouactuallyneed,1054,17,10800,240,139600,23,
7283994329402592554,Jared Andersen,stuffyouactuallyneed,1174,38,9666,333,152100,23,
7021653399565241605,Jared Andersen,stuffyouactuallyneed,25000,2153,553400,32000,4600000,18,
7021281435185057029,Jared Andersen,stuffyouactuallyneed,1380,69,12400,301,142500,25,
7020551981806718213,Jared Andersen,stuffyouactuallyneed,2220,217,37300,1677,794600,15,
7019405700749085958,Jared Andersen,stuffyouactuallyneed,236,12,3369,71,68100,9,
7019038101280476421,Jared Andersen,stuffyouactuallyneed,330,49,8639,249,100500,15,
7018664052901612805,Jared Andersen,stuffyouactuallyneed,336,22,3675,137,73000,17,
7016865169821273350,Jared Andersen,stuffyouactuallyneed,444,48,5347,538,90700,20,
7016454630171249925,Jared Andersen,stuffyouactuallyneed,1089,32,12200,641,166800,12,
7016103604650036486,Jared Andersen,stuffyouactuallyneed,390,58,7341,341,100400,20,
7015727954479123718,Jared Andersen,stuffyouactuallyneed,283,66,9282,354,124600,14,
7014229647881817350,Jared Andersen,stuffyouactuallyneed,154,7,3760,41,67300,22,
7013868330805103878,Jared Andersen,stuffyouactuallyneed,266,7,3986,81,72700,20,
7013512244789005573,Jared Andersen,stuffyouactuallyneed,12300,939,200700,5551,2500000,17,
7013120908114103557,Jared Andersen,stuffyouactuallyneed,309,30,9475,110,143900,19,
7012743501859294470,Jared Andersen,stuffyouactuallyneed,687,45,10400,189,135000,13,
7011636358963891461,Jared Andersen,stuffyouactuallyneed,412,9,3579,127,65600,19,
7011257417640037637,Jared Andersen,stuffyouactuallyneed,373,26,6645,170,172800,21,
7010897371404029189,Jared Andersen,stuffyouactuallyneed,1058,78,20000,255,294900,18,
7010528221766700293,Jared Andersen,stuffyouactuallyneed,190,18,3330,49,59300,15,
7010159145135492358,Jared Andersen,stuffyouactuallyneed,3322,295,66200,5067,880100,14,
7009035838629694726,Jared Andersen,stuffyouactuallyneed,426,45,10100,154,102400,24,
7008661672248298758,Jared Andersen,stuffyouactuallyneed,241,25,4337,72,62000,12,
7008318033588473093,Jared Andersen,stuffyouactuallyneed,412,21,4438,196,64600,11,
7007932032986729733,Jared Andersen,stuffyouactuallyneed,127,22,2420,67,61100,23,
7006467467765632261,Jared Andersen,stuffyouactuallyneed,743,46,8267,166,93300,20,
7006080822990195974,Jared Andersen,stuffyouactuallyneed,12100,722,193700,8858,3300000,18,
7005687437066243333,Jared Andersen,stuffyouactuallyneed,109,22,1853,163,65100,11,
7005002312359922949,Jared Andersen,stuffyouactuallyneed,269,24,5130,65,91900,22,
7003842867718393093,Jared Andersen,stuffyouactuallyneed,144,20,5835,58,93400,11,
6876215987859918086,Jared Andersen,stuffyouactuallyneed,2390,348,35700,3543,658800,14,
6875832776801668358,Jared Andersen,stuffyouactuallyneed,1457,177,20200,710,255100,19,
6875463260485782790,Jared Andersen,stuffyouactuallyneed,1997,157,47700,1435,315000,37,
6873963339869883653,Jared Andersen,stuffyouactuallyneed,206,38,5474,57,107600,21,
6873624073323302149,Jared Andersen,stuffyouactuallyneed,217,48,4742,109,92900,27,
6873242410042854661,Jared Andersen,stuffyouactuallyneed,314,35,6941,89,119400,11,
6872856602949537030,Jared Andersen,stuffyouactuallyneed,551,31,8672,128,109900,24,
6871432945291316486,Jared Andersen,stuffyouactuallyneed,261,30,3757,77,85900,13,
6871008981352025349,Jared Andersen,stuffyouactuallyneed,775,43,9911,247,128000,17,
6870635169234144518,Jared Andersen,stuffyouactuallyneed,181,26,2182,38,76000,24,
6870274056139050246,Jared Andersen,stuffyouactuallyneed,597,55,8656,207,106800,17,
6868777213253225734,Jared Andersen,stuffyouactuallyneed,531,51,7371,177,105300,21,
6868412222830365957,Jared Andersen,stuffyouactuallyneed,448,53,9260,76,118800,15,
6868031023116995846,Jared Andersen,stuffyouactuallyneed,471,53,6165,226,97500,12,
6867667771552058629,Jared Andersen,stuffyouactuallyneed,1908,123,34600,1275,397500,26,
6866159867858636037,Jared Andersen,stuffyouactuallyneed,363,39,7537,79,107200,14,
6865815155012308230,Jared Andersen,stuffyouactuallyneed,763,39,7467,247,96400,29,
6865427498654518534,Jared Andersen,stuffyouactuallyneed,478,35,8824,174,112000,21,
6865056718393593093,Jared Andersen,stuffyouactuallyneed,222,49,6731,60,101500,15,
6864688102594694406,Jared Andersen,stuffyouactuallyneed,213,369,4554,95,81200,18,
6863592473181031686,Jared Andersen,stuffyouactuallyneed,771,178,25400,568,276100,18,
6863210007484189957,Jared Andersen,stuffyouactuallyneed,746,75,12300,203,128600,22,
6862848312022666501,Jared Andersen,stuffyouactuallyneed,336,34,6058,77,100100,18,
6862492900828384517,Jared Andersen,stuffyouactuallyneed,639,39,6009,107,94600,28,
6862115358053027077,Jared Andersen,stuffyouactuallyneed,3539,244,52100,2944,767600,17,
6860983848138771717,Jared Andersen,stuffyouactuallyneed,2974,141,33200,528,218200,54,
6860601387072376069,Jared Andersen,stuffyouactuallyneed,155,31,4976,53,99500,22,
6860241089639550214,Jared Andersen,stuffyouactuallyneed,447,87,6184,201,107400,21,
6859490784039783685,Jared Andersen,stuffyouactuallyneed,9181,167,166300,3100,1400000,21,
