file_name,intonations,duration,intonation_per_15
7306201830168481054_pitch_values,240,150.3727664399093,23.94050522066176
7320782185550679338_pitch_values,296,199.56133786848073,22.248798526927825
7288699360202820870_pitch_values,154,91.62337868480725,25.211905882085073
7319647306595257642_pitch_values,16,15.476439909297053,15.50744237089219
7376083784275332398_pitch_values,118,89.82092970521542,19.705874853544582
7351549208228580654_pitch_values,193,166.77766439909297,17.358439515451956
7257698617966791978_pitch_values,513,253.00786848072562,30.414073863423
7244229543853083909_pitch_values,324,177.8797052154195,27.32183524879549
7299602559377984811_pitch_values,539,266.27807256235826,30.362995804345157
7367504345836850478_pitch_values,307,190.4184807256236,24.183577048046104
7338194698655386885_pitch_values,77,25.324603174603176,45.607822244507815
7339685407170514222_pitch_values,286,128.3515419501134,33.42382907770132
7386379881363361032_pitch_values,145,103.56133786848072,21.002046176365297
7390934628724591918_pitch_values,230,154.00378684807256,22.40204653800809
7378527790661930283_pitch_values,288,325.60215419501134,13.267725487505967
7371880959496506666_pitch_values,18,77.46501133786848,3.4854445295615872
7356038668194172206_pitch_values,18,7.300113378684808,36.98572693245531
7257183546362662187_pitch_values,254,146.89848072562359,25.9362791308666
7326215274233892127_pitch_values,63,217.06337868480725,4.353567173448511
7393052082581916971_pitch_values,198,61.16460317460317,48.55749642520703
7200447378254499077_pitch_values,86,81.12215419501133,15.901944577296856
7351548823702883627_pitch_values,69,62.96705215419501,16.43716776617509
7155093499535412526_pitch_values,16,19.96950113378685,12.018327267772282
7372629265851878699_pitch_values,36,74.35643990929705,7.2623164941559
7190851107457912107_pitch_values,202,96.45603174603174,31.41327654840679
7312281982019341610_pitch_values,254,226.5458276643991,16.817789315652572
7318587051773791531_pitch_values,229,94.83643990929706,36.220254611890574
7259531144150994219_pitch_values,123,209.8535827664399,8.791844178583426
7143734811121929518_pitch_values,6,13.935215419501134,6.458457748277989
7359299636139412782_pitch_values,320,168.34501133786847,28.51287342495941
7327337915544112415_pitch_values,247,282.1605215419501,13.13082347506634
7347828200753483039_pitch_values,489,222.60133786848073,32.951284436276524
7354083757772557611_pitch_values,63,15.241337868480725,62.00243103030159
7328151561505557806_pitch_values,252,146.29766439909298,25.837733059690837
7391454201072733470_pitch_values,441,225.10909297052154,29.385752093391655
7247548300814224686_pitch_values,12,6.307460317460317,28.537634949794903
7288523866446630174_pitch_values,281,176.80868480725624,23.839326697073062
7313334711596895534_pitch_values,378,153.2984807256236,36.98666792496312
7222453177890147630_pitch_values,331,173.3605215419501,28.63973848162749
7242372071135743259_pitch_values,348,237.4388888888889,21.984604225648702
7258790041474927918_pitch_values,240,155.98909297052154,23.078536655638608
7344775987466341675_pitch_values,276,227.64297052154194,18.186373119780697
7379760989257960750_pitch_values,240,134.49031746031747,26.767726242167665
7360064758956969259_pitch_values,322,256.76950113378683,18.81064526227896
7335219530878209311_pitch_values,199,163.7474603174603,18.229290360979792
7270658065752395051_pitch_values,450,278.8168480725624,24.20944088085848
7347167896663100714_pitch_values,272,342.76460317460317,11.9032127652973
7209030204805614894_pitch_values,138,63.77684807256236,32.456919125963225
7252424500963200298_pitch_values,293,177.67072562358277,24.73677070082635
7333300706289470753_pitch_values,147,124.40705215419501,17.7240756196605
7302472195245313326_pitch_values,362,182.13766439909298,29.812614639122607
7359649024523160874_pitch_values,158,194.8592970521542,12.162622137375708
7371299242075262254_pitch_values,130,217.42909297052154,8.968441036841265
7382743508928433451_pitch_values,254,540.8772562358276,7.0441120532877495
7393772132934765854_pitch_values,55,78.77113378684807,10.473379781893467
7387087317946715435_pitch_values,673,247.44378684807256,40.797144792316836
7339756750112918827_pitch_values,177,47.9727664399093,55.34390023818313
7382285833417608454_pitch_values,116,114.95072562358277,15.136920541918089
7377814885679238442_pitch_values,472,245.48460317460317,28.84091266190037
7384833760866454814_pitch_values,393,200.47562358276645,29.40507127324758
7348813936663350570_pitch_values,91,67.25113378684807,20.297055575692692
7190418883071806762_pitch_values,23,28.459297052154195,12.12257630143699
7381539350879980846_pitch_values,25,59.597256235827665,6.292235980061173
7225092945530096942_pitch_values,242,171.5580725623583,21.159015986732772
7363314315488742699_pitch_values,82,26.944195011337868,45.64990713147776
7390461645258116395_pitch_values,95,47.73766439909297,29.85064346857898
7314444517221109038_pitch_values,312,190.44460317460317,24.574075200804135
7344574819112979754_pitch_values,346,188.95562358276644,27.466766543344892
7381225261666192683_pitch_values,73,33.70990929705216,32.48303014851941
7333764882665344302_pitch_values,178,68.74011337868481,38.84194931845899
7394558056274709803_pitch_values,68,53.876439909297055,18.932208618780436
7278439753203207467_pitch_values,9,76.02827664399094,1.7756551372609606
7394604979799002399_pitch_values,648,437.85031746031746,22.199367254954492
7363749993758330154_pitch_values,157,44.1327664399093,53.3617126224467
7370458729134722350_pitch_values,177,111.3197052154195,23.850224853382393
