file_name,intonations,duration,intonation_per_15
7236516655826750725_pitch_values,34,12.629092970521542,40.382947626597335
7310344854129642757_pitch_values,335,82.37603174603174,61.000753416870765
7185585185465879854_pitch_values,92,35.616848072562355,38.745708131963845
7171239119006387502_pitch_values,31,18.062562358276644,25.74385575958592
7254545022639426822_pitch_values,151,47.554807256235826,47.629254131883634
7254410849408797957_pitch_values,181,50.402154195011335,53.8667452485339
7305075149299076358_pitch_values,141,33.26582766439909,63.57875779725335
6860241089639550214_pitch_values,47,21.58909297052154,32.655378387717825
7099984995715927301_pitch_values,37,13.987460317460318,39.6783967499234
7277685183816633646_pitch_values,91,34.04950113378685,40.08869306591777
7257601562061671685_pitch_values,72,19.26419501133787,56.062555396909666
6909995489333087493_pitch_values,54,17.513990929705216,46.24873926514209
7006080822990195974_pitch_values,20,18.42827664399093,16.279330172624885
7098430784482086186_pitch_values,61,17.696848072562357,51.70412246566321
7201515135079353605_pitch_values,77,24.85439909297052,46.470646732580406
7029486583434710278_pitch_values,26,12.811950113378686,30.440330827759656
7098727274781904174_pitch_values,141,46.90174603174603,45.09427002074584
7175544526260587822_pitch_values,26,12.733582766439909,30.627672286221554
7216004876747148550_pitch_values,43,17.513990929705216,36.82769978520574
7203841878519811333_pitch_values,66,17.931950113378686,55.20871928264957
7084024923974290730_pitch_values,51,39.065011337868484,19.58274102069519
7124717676865359150_pitch_values,63,28.433174603174603,33.23582446170079
7309939804400110853_pitch_values,55,17.27888888888889,47.74612565108353
7299930664323861765_pitch_values,37,15.73766439909297,35.265715796556634
7100350422400945413_pitch_values,29,14.640521541950113,29.712056278430783
7300089624154721579_pitch_values,50,18.42827664399093,40.69832543156221
7294375317786037550_pitch_values,83,26.891950113378684,46.29638217946177
7073199658184559918_pitch_values,55,19.73439909297052,41.80517461481098
7158213573662231854_pitch_values,38,21.745827664399094,26.21192482515477
7167758721903332614_pitch_values,53,23.67888888888889,33.574210501618886
7094004328138067243_pitch_values,27,14.640521541950113,27.662948948883834
7242394118993939758_pitch_values,86,43.71480725623583,29.50945185320436
7230201662491659525_pitch_values,38,16.965419501133788,33.59775453603769
7195558847606508806_pitch_values,64,24.2797052154195,39.53919503892186
7228337648539061509_pitch_values,38,17.14827664399093,33.239491747979145
7044307550761946414_pitch_values,34,12.393990929705215,41.14897315098568
7005687437066243333_pitch_values,15,11.375215419501133,19.779845189944325
6856157769188265221_pitch_values,27,15.16297052154195,26.70980593311968
7040928653991054598_pitch_values,15,10.696031746031746,21.03583883653632
7145951014259133702_pitch_values,45,22.007052154195012,30.671986201083755
7003772914784865542_pitch_values,64,21.510725623582765,44.6288989408859
7348620171407363371_pitch_values,42,8.606235827664399,73.20273492563268
7202039106061257989_pitch_values,45,18.29766439909297,36.88995410985133
7188965099011345710_pitch_values,43,18.663378684807256,34.559658832034316
7179367511320726790_pitch_values,38,15.894399092970522,35.861689181573965
7200550508065524998_pitch_values,41,16.808684807256235,36.58822846951757
7349997800874102062_pitch_values,70,23.26092970521542,45.14007020813857
7204856507178011950_pitch_values,74,22.71235827664399,48.872071604358965
7236409616878423302_pitch_values,61,24.67154195011338,37.08726442190594
7194129838561676587_pitch_values,47,16.338480725623583,43.14966684107604
7169713529132420358_pitch_values,72,20.622562358276642,52.36982588473317
7184594923650305322_pitch_values,77,19.420929705215418,59.47192114545521
7161077330792811782_pitch_values,43,21.27562358276644,30.316385204448686
7293648321652985130_pitch_values,154,54.790725623582766,42.16041991978549
7077566747318062382_pitch_values,67,20.72705215419501,48.487358092385314
7366018710248672517_pitch_values,63,16.625827664399093,56.83927555820452
6939293230886292741_pitch_values,44,16.730317460317462,39.44934108784546
7335562674899635461_pitch_values,77,18.402154195011338,62.7643909381604
7298848747755146542_pitch_values,109,38.22909297052154,42.76847481735307
7298726899356929285_pitch_values,82,23.26092970521542,52.87836795810518
7083855279896628526_pitch_values,35,12.498480725623583,42.0051053824229
7264730735444053290_pitch_values,172,65.99725623582766,39.092534252952866
7214836838295506218_pitch_values,32,19.68215419501134,24.387574411019568
7217228193017826566_pitch_values,27,16.547460317460317,24.475054916593926
7291427155118984490_pitch_values,79,29.869909297052153,39.67203208470898
7073541372002798890_pitch_values,56,15.894399092970522,52.848805109687945
7205731316908821766_pitch_values,64,19.73439909297052,48.64602136996187
7339753609657093418_pitch_values,52,19.55154195011338,39.8945516415127
7218730784381865222_pitch_values,89,36.60950113378685,36.46594350251691
7307737102316293381_pitch_values,202,56.20133786848073,53.913307314687756
7187523128644406571_pitch_values,34,20.073990929705214,25.406009287635428
7336590977735363886_pitch_values,121,42.04297052154195,43.17011803602296
7219304142718635270_pitch_values,49,18.219297052154197,40.34184183374384
7020851269514431750_pitch_values,74,23.9662358276644,46.31515804074326
7278759417238129926_pitch_values,30,14.87562358276644,30.25083267913081
7333657516389321989_pitch_values,53,16.808684807256235,47.296978265473925
6985308081093709062_pitch_values,40,16.57358276643991,36.20219046511469
7225753297691479301_pitch_values,44,17.592358276643992,37.516289153582704
7205233800182271275_pitch_values,35,14.901746031746033,35.23077086950501
7269443103222713643_pitch_values,170,53.406235827664396,47.74723326745117
7249776989316336901_pitch_values,173,51.13358276643991,50.74942649438512
7280978864224947461_pitch_values,82,22.16378684807256,55.495931648835764
6968851528081755397_pitch_values,64,24.514807256235827,39.160006030877724
7310314995332533547_pitch_values,37,17.513990929705216,31.68895097796773
7101426177033669931_pitch_values,39,20.518072562358277,28.511450002044544
7039071783579831557_pitch_values,24,10.696031746031746,33.65734213845811
7152896605312634117_pitch_values,75,32.09031746031746,35.05730354307535
7357078531039350021_pitch_values,40,19.055215419501135,31.487442508047387
6958587151793556742_pitch_values,40,19.316439909297053,31.061624337475273
7093681045958085893_pitch_values,31,12.211133786848073,38.080002079808956
7370414643845549342_pitch_values,34,12.550725623582766,40.635100734073255
6875463260485782790_pitch_values,83,37.94174603174603,32.81346090288789
7130093245006204165_pitch_values,35,20.073990929705214,26.15324485491882
7189396210497735982_pitch_values,64,12.080521541950114,79.46676777706658
7096599451891961131_pitch_values,18,12.576848072562358,21.468017935990797
7021521007458503942_pitch_values,64,17.46174603174603,54.977320037451484
7158836355827617029_pitch_values,62,26.8397052154195,34.65015701684055
7017066328842358021_pitch_values,62,19.133582766439908,48.60563812602885
7217975957972356357_pitch_values,22,14.640521541950113,22.540180625016458
7143333264667757870_pitch_values,60,18.402154195011338,48.90731761415096
