file_name,intonations,duration,intonation_per_15,id
7236516655826750725_pitch_values,9,12.629092970521542,10.68960378351106,7236516655826750725
7310344854129642757_pitch_values,153,82.37603174603174,27.86004559039172,7310344854129642757
7185585185465879854_pitch_values,54,35.616848072562355,22.74204607745704,7185585185465879854
7171239119006387502_pitch_values,11,18.062562358276644,9.134916559853067,7171239119006387502
7254545022639426822_pitch_values,68,47.55480725623583,21.44893563555025,7254545022639426822
7254410849408797957_pitch_values,87,50.402154195011335,25.89175047857707,7254410849408797957
7305075149299076358_pitch_values,72,33.26582766439909,32.465748662427245,7305075149299076358
6860241089639550214_pitch_values,16,21.58909297052154,11.116724557520962,6860241089639550214
7099984995715927301_pitch_values,9,13.987460317460318,9.65150191214353,7099984995715927301
7277685183816633646_pitch_values,42,34.04950113378685,18.50247372273128,7277685183816633646
7257601562061671685_pitch_values,32,19.26419501133787,24.916691287515405,7257601562061671685
6909995489333087493_pitch_values,26,17.513990929705216,22.267911498031378,6909995489333087493
7006080822990195974_pitch_values,5,18.42827664399093,4.069832543156221,7006080822990195974
7098430784482086186_pitch_values,24,17.696848072562357,20.34260556026093,7098430784482086186
7201515135079353605_pitch_values,32,24.85439909297052,19.31247656418926,7201515135079353605
7029486583434710278_pitch_values,11,12.811950113378686,12.878601504052162,7029486583434710278
7098727274781904174_pitch_values,36,46.90174603174603,11.51343064359468,7098727274781904174
7175544526260587822_pitch_values,11,12.733582766439907,12.957861351862965,7175544526260587822
7216004876747148550_pitch_values,19,17.513990929705216,16.2727045562537,7216004876747148550
7203841878519811333_pitch_values,25,17.931950113378686,20.91239366767029,7203841878519811333
7084024923974290730_pitch_values,15,39.06501133786848,5.759629711969175,7084024923974290730
7124717676865359150_pitch_values,29,28.433174603174603,15.29903030776703,7124717676865359150
7309939804400110853_pitch_values,26,17.27888888888889,22.570895762330395,7309939804400110853
7299930664323861765_pitch_values,12,15.73766439909297,11.43752944753188,7299930664323861765
7100350422400945413_pitch_values,6,14.640521541950111,6.147321988640852,7100350422400945413
7300089624154721579_pitch_values,27,18.42827664399093,21.9770957330436,7300089624154721579
7294375317786037550_pitch_values,34,26.891950113378684,18.964783061466267,7294375317786037550
7073199658184559918_pitch_values,25,19.73439909297052,19.00235209764136,7073199658184559918
7158213573662231854_pitch_values,6,21.74582766439909,4.1387249723928585,7158213573662231854
7167758721903332614_pitch_values,19,23.67888888888889,12.036037726995447,7167758721903332614
7094004328138067243_pitch_values,15,14.640521541950111,15.368304971602129,7094004328138067243
7242394118993939758_pitch_values,26,43.71480725623583,8.921462188178063,7242394118993939758
7230201662491659525_pitch_values,15,16.965419501133788,13.2622715273833,7230201662491659525
7195558847606508806_pitch_values,29,24.2797052154195,17.916197752011467,7195558847606508806
7228337648539061509_pitch_values,15,17.14827664399093,13.12085200578124,7228337648539061509
7044307550761946414_pitch_values,12,12.393990929705216,14.523166994465535,7044307550761946414
7005687437066243333_pitch_values,2,11.375215419501131,2.6373126919925767,7005687437066243333
6856157769188265221_pitch_values,6,15.16297052154195,5.935512429582151,6856157769188265221
7040928653991054598_pitch_values,7,10.696031746031746,9.816724790383615,7040928653991054598
7145951014259133702_pitch_values,13,22.00705215419501,8.860796013646418,7145951014259133702
7003772914784865542_pitch_values,22,21.510725623582765,15.341184010929526,7003772914784865542
7348620171407363371_pitch_values,14,8.606235827664399,24.40091164187756,7348620171407363371
7202039106061257989_pitch_values,16,18.29766439909297,13.116428127947138,7202039106061257989
7188965099011345710_pitch_values,16,18.663378684807256,12.85940793750114,7188965099011345710
7179367511320726790_pitch_values,17,15.894399092970522,16.043387265440984,7179367511320726790
7200550508065524998_pitch_values,11,16.808684807256235,9.816353979626664,7200550508065524998
7349997800874102062_pitch_values,22,23.26092970521542,14.18687920827212,7349997800874102062
7204856507178011950_pitch_values,18,22.71235827664399,11.887801201060288,7204856507178011950
7236409616878423302_pitch_values,21,24.67154195011338,12.767746768197128,7236409616878423302
7194129838561676587_pitch_values,21,16.338480725623583,19.279638375799934,7194129838561676587
7169713529132420358_pitch_values,29,20.62256235827664,21.09340209246197,7169713529132420358
7184594923650305322_pitch_values,39,19.420929705215418,30.122141878866927,7184594923650305322
7161077330792811782_pitch_values,19,21.27562358276644,13.395612067081975,7161077330792811782
7293648321652985130_pitch_values,62,54.790725623582766,16.97367555212143,7293648321652985130
7077566747318062382_pitch_values,24,20.72705215419501,17.368605883839518,7077566747318062382
7366018710248672517_pitch_values,34,16.625827664399093,30.67516458696752,7366018710248672517
6939293230886292741_pitch_values,15,16.730317460317462,13.448639007220043,6939293230886292741
7335562674899635461_pitch_values,38,18.40215419501133,30.97463448896228,7335562674899635461
7298848747755146542_pitch_values,39,38.22909297052154,15.30248181538321,7298848747755146542
7298726899356929285_pitch_values,28,23.26092970521542,18.056028083255427,7298726899356929285
7083855279896628526_pitch_values,16,12.498480725623583,19.20233388910761,7083855279896628526
7264730735444053290_pitch_values,88,65.99725623582766,20.000831478254955,7264730735444053290
7214836838295506218_pitch_values,13,19.68215419501134,9.9074521044767,7214836838295506218
7217228193017826566_pitch_values,13,16.547460317460317,11.78428570058226,7217228193017826566
7291427155118984490_pitch_values,32,29.86990929705216,16.069683882413763,7291427155118984490
7073541372002798890_pitch_values,20,15.894399092970522,18.87457325345998,7073541372002798890
7205731316908821766_pitch_values,29,19.73439909297052,22.04272843326397,7205731316908821766
7339753609657093418_pitch_values,30,19.55154195011338,23.016087485488093,7339753609657093418
7218730784381865222_pitch_values,31,36.60950113378685,12.701620770539597,7218730784381865222
7307737102316293381_pitch_values,108,56.20133786848073,28.824936584090484,7307737102316293381
7187523128644406571_pitch_values,17,20.07399092970521,12.703004643817714,7187523128644406571
7336590977735363886_pitch_values,35,42.04297052154195,12.4872242252959,7336590977735363886
7219304142718635270_pitch_values,16,18.2192970521542,13.172846313059214,7219304142718635270
7020851269514431750_pitch_values,25,23.9662358276644,15.647012851602453,7020851269514431750
7278759417238129926_pitch_values,14,14.87562358276644,14.117055250261044,7278759417238129926
7333657516389321989_pitch_values,33,16.808684807256235,29.44906193888,7333657516389321989
6985308081093709062_pitch_values,15,16.57358276643991,13.57582142441801,6985308081093709062
7225753297691479301_pitch_values,12,17.592358276643992,10.231715223704374,7225753297691479301
7205233800182271275_pitch_values,12,14.901746031746033,12.079121440973148,7205233800182271275
7269443103222713643_pitch_values,70,53.4062358276644,19.66062546306813,7269443103222713643
7249776989316336901_pitch_values,54,51.13358276643991,15.840861449114431,7249776989316336901
7280978864224947461_pitch_values,37,22.16378684807256,25.040847207401505,7280978864224947461
6968851528081755397_pitch_values,29,24.514807256235827,17.74437773274147,6968851528081755397
7310314995332533547_pitch_values,20,17.513990929705216,17.12916269079337,7310314995332533547
7101426177033669931_pitch_values,13,20.51807256235828,9.50381666734818,7101426177033669931
7039071783579831557_pitch_values,10,10.696031746031746,14.02389255769088,7039071783579831557
7152896605312634117_pitch_values,27,32.09031746031746,12.620629275507127,7152896605312634117
7357078531039350021_pitch_values,23,19.05521541950113,18.105279442127248,7357078531039350021
6958587151793556742_pitch_values,13,19.316439909297053,10.095027909679462,6958587151793556742
7093681045958085893_pitch_values,16,12.211133786848071,19.65419462183688,7093681045958085893
7370414643845549342_pitch_values,16,12.550725623582766,19.12240034544624,7370414643845549342
6875463260485782790_pitch_values,24,37.94174603174603,9.488229658666375,6875463260485782790
7130093245006204165_pitch_values,10,20.07399092970521,7.472355672833949,7130093245006204165
