time,pitch,rise_point,peak_point
0.023117913832199407,,0,0
0.033117913832199405,,0,0
0.04311791383219941,,0,0
0.05311791383219941,,0,0
0.0631179138321994,,0,0
0.07311791383219941,,0,0
0.08311791383219941,,0,0
0.09311791383219942,,0,0
0.10311791383219941,,0,0
0.11311791383219941,,0,0
0.12311791383219942,,0,0
0.1331179138321994,,0,0
0.1431179138321994,,0,0
0.15311791383219941,,0,0
0.16311791383219942,,0,0
0.1731179138321994,,0,0
0.1831179138321994,,0,0
0.19311791383219942,,0,0
0.2031179138321994,,0,0
0.2131179138321994,,0,0
0.22311791383219942,,0,0
0.2331179138321994,,0,0
0.2431179138321994,,0,0
0.2531179138321994,,0,0
0.2631179138321994,,0,0
0.2731179138321994,,0,0
0.2831179138321994,,0,0
0.29311791383219943,,0,0
0.30311791383219944,,0,0
0.3131179138321994,,0,0
0.3231179138321994,,0,0
0.3331179138321994,,0,0
0.3431179138321994,263.7203960070688,0,0
0.3531179138321994,264.21903655806204,0,0
0.36311791383219943,266.56037168998387,0,0
0.37311791383219944,270.97537709408226,0,0
0.3831179138321994,274.0948370840976,0,0
0.3931179138321994,276.761370560261,0,0
0.4031179138321994,277.7179096567271,0,0
0.4131179138321994,274.7964274700792,0,0
0.42311791383219943,260.3752237832685,0,0
0.43311791383219944,220.44493025894582,0,0
0.4431179138321994,207.16837119243849,0,0
0.4531179138321994,,0,0
0.4631179138321994,,0,0
0.4731179138321994,,0,0
0.48311791383219943,,0,0
0.49311791383219944,,0,0
0.5031179138321994,,0,0
0.5131179138321994,,0,0
0.5231179138321994,,0,0
0.5331179138321994,,0,0
0.5431179138321994,,0,0
0.5531179138321994,,0,0
0.5631179138321994,,0,0
0.5731179138321995,,0,0
0.5831179138321995,,0,0
0.5931179138321995,,0,0
0.6031179138321994,,0,0
0.6131179138321994,,0,0
0.6231179138321994,,0,0
0.6331179138321994,,0,0
0.6431179138321994,,0,0
0.6531179138321994,,0,0
0.6631179138321994,189.18606321405505,0,0
0.6731179138321994,189.19903690726278,0,0
0.6831179138321994,193.25715281017318,0,0
0.6931179138321995,195.76340262795452,0,0
0.7031179138321995,198.34609551214018,0,0
0.7131179138321995,199.93634021869008,0,0
0.7231179138321995,199.7795597054924,0,0
0.7331179138321994,198.43832309283067,0,0
0.7431179138321994,200.66059294883553,0,0
0.7531179138321994,200.11010818871293,0,0
0.7631179138321994,199.68830304437648,0,0
0.7731179138321994,199.55931018533695,0,0
0.7831179138321994,198.70999141178083,0,0
0.7931179138321994,199.27025837251998,0,0
0.8031179138321994,200.95420949197143,0,0
0.8131179138321994,194.7115465098952,0,0
0.8231179138321995,186.84446003479803,0,0
0.8331179138321995,180.44956400113568,0,0
0.8431179138321995,170.6668622998424,0,0
0.8531179138321995,170.2279797541729,0,0
0.8631179138321994,174.93669761397942,0,0
0.8731179138321994,189.711049612988,0,0
0.8831179138321994,197.02390479631094,0,0
0.8931179138321994,195.2493663206434,0,0
0.9031179138321994,190.61599226651634,0,0
0.9131179138321994,185.82541986724019,0,0
0.9231179138321994,182.00944237972521,0,0
0.9331179138321994,180.87415520764762,0,0
0.9431179138321995,180.74243896512368,0,0
0.9531179138321995,180.7654641110546,0,0
0.9631179138321995,181.33781588432677,0,0
0.9731179138321995,180.97582116991686,0,0
0.9831179138321994,179.54126017156602,0,0
0.9931179138321994,180.87173594126628,0,0
1.0031179138321993,178.1128148731148,0,0
1.0131179138321993,172.87996162984112,0,0
1.0231179138321993,165.68039463782952,0,0
1.0331179138321993,156.6907398430663,0,0
1.0431179138321993,,0,0
1.0531179138321993,,0,0
1.0631179138321993,,0,0
1.0731179138321993,,0,0
1.0831179138321994,,0,0
1.0931179138321994,,0,0
1.1031179138321994,166.61361814231188,0,0
1.1131179138321994,172.69583773168284,0,0
1.1231179138321994,175.37671832592613,0,0
1.1331179138321994,,0,0
1.1431179138321994,123.51868908112553,0,0
1.1531179138321994,117.37825845945022,0,0
1.1631179138321994,114.8073442611331,0,0
1.1731179138321994,112.0291361386897,0,0
1.1831179138321992,109.86180247841162,0,0
1.1931179138321992,108.56760907940256,0,0
1.2031179138321992,107.74904475967782,0,0
1.2131179138321992,106.83193440345714,0,0
1.2231179138321993,105.70820588114537,0,0
1.2331179138321993,103.36665150192391,0,0
1.2431179138321993,98.47795914520708,0,0
1.2531179138321993,93.01315491140507,0,0
1.2631179138321993,84.6030101572074,0,0
1.2731179138321993,84.52201145679446,0,0
1.2831179138321993,80.5350745523207,1,0
1.2931179138321993,82.31065466765305,0,0
1.3031179138321993,89.99969304433777,0,0
1.3131179138321993,103.55792032038062,0,1
1.3231179138321993,103.90218023910798,0,0
1.3331179138321994,98.75077340325666,0,0
1.3431179138321994,105.64633398775229,0,0
1.3531179138321994,103.0681098844007,0,0
1.3631179138321994,103.91143635458879,0,0
1.3731179138321994,110.47028655707797,0,0
1.3831179138321994,116.96273649083778,0,0
1.3931179138321994,107.12481452959256,0,0
1.4031179138321994,101.34135422393577,0,0
1.4131179138321994,93.30797750350213,0,0
1.4231179138321994,93.73466266536872,0,0
1.4331179138321992,85.39866844846051,0,0
1.4431179138321992,81.95833891783951,0,0
1.4531179138321992,78.4875537981184,0,0
1.4631179138321992,76.6184374177936,0,0
1.4731179138321993,76.21893458917263,0,0
1.4831179138321993,,0,0
1.4931179138321993,,0,0
1.5031179138321993,,0,0
1.5131179138321993,,0,0
1.5231179138321993,,0,0
1.5331179138321993,,0,0
1.5431179138321993,,0,0
1.5531179138321993,,0,0
1.5631179138321993,,0,0
1.5731179138321993,,0,0
1.5831179138321994,,0,0
1.5931179138321994,,0,0
1.6031179138321994,,0,0
1.6131179138321994,,0,0
1.6231179138321994,,0,0
1.6331179138321994,,0,0
1.6431179138321994,,0,0
1.6531179138321994,168.71852761407104,0,0
1.6631179138321994,162.0559462214132,0,0
1.6731179138321994,145.96548623182855,0,0
1.6831179138321994,151.50015654985745,0,0
1.6931179138321992,151.5803390852383,0,0
1.7031179138321992,150.11667845436912,0,0
1.7131179138321992,146.25883315482082,1,0
1.7231179138321993,150.2316023705387,0,0
1.7331179138321993,166.2711817555437,0,0
1.7431179138321993,171.372869926415,0,0
1.7531179138321993,177.99653119086565,0,0
1.7631179138321993,187.00206653065976,0,0
1.7731179138321993,197.3743362612644,0,0
1.7831179138321993,203.83717117550788,0,0
1.7931179138321993,211.38041523247244,0,1
1.8031179138321993,214.6949953582917,0,0
1.8131179138321993,213.42030671255958,0,0
1.8231179138321993,208.94961404938752,0,0
1.8331179138321994,209.02343626463482,1,0
1.8431179138321994,209.498744385564,0,0
1.8531179138321994,241.56766797001447,0,0
1.8631179138321994,258.8263322205355,0,0
1.8731179138321994,266.56531716047544,0,1
1.8831179138321994,271.17597780249935,0,0
1.8931179138321994,272.69548204364617,0,0
1.9031179138321994,268.3064256491683,0,0
1.9131179138321994,264.9894694514228,0,0
1.9231179138321994,261.18517617397106,0,0
1.9331179138321994,258.47048317567885,0,0
1.9431179138321992,246.9842191394868,0,0
1.9531179138321992,242.79994602687844,0,0
1.9631179138321992,238.63408925661994,0,0
1.9731179138321993,236.9279153236498,0,0
1.9831179138321993,233.79406603285656,0,0
1.9931179138321993,229.82581908522033,0,0
2.0031179138321993,226.78055687123393,0,0
2.0131179138321995,224.31194120438636,0,0
2.0231179138321993,222.42731266549941,0,0
2.0331179138321995,220.74581674273722,0,0
2.0431179138321993,220.12429322571833,0,0
2.0531179138321995,220.0232750546705,0,0
2.0631179138321993,220.35681816896266,0,0
2.073117913832199,220.7006235617824,0,0
2.0831179138321994,221.12539470523035,0,0
2.093117913832199,221.87165612245252,0,0
2.1031179138321994,222.2946996249982,0,0
2.113117913832199,223.31396980045864,0,0
2.1231179138321994,223.54332305916574,0,0
2.133117913832199,222.8315588635894,0,0
2.1431179138321994,221.68345940030662,0,0
