time,pitch,rise_point,peak_point
0.022811791383223864,,0,0
0.03281179138322386,,0,0
0.042811791383223864,,0,0
0.052811791383223866,,0,0
0.06281179138322386,,0,0
0.07281179138322387,,0,0
0.08281179138322387,,0,0
0.09281179138322387,,0,0
0.10281179138322387,,0,0
0.11281179138322386,,0,0
0.12281179138322387,,0,0
0.13281179138322385,252.6765578316412,0,0
0.14281179138322386,248.46733421384275,0,0
0.15281179138322387,250.27331576803277,1,0
0.16281179138322388,253.9881608657861,0,0
0.17281179138322386,261.0788936005679,0,0
0.18281179138322387,264.23135434673736,0,0
0.19281179138322388,272.6667518292085,0,1
0.20281179138322386,274.20492797791655,0,0
0.21281179138322387,274.650166864257,0,0
0.22281179138322388,273.9058182779918,1,0
0.23281179138322386,274.3317330573285,0,0
0.24281179138322387,283.37703113815377,0,0
0.25281179138322385,299.1315206588449,0,0
0.26281179138322386,313.1278092352773,0,0
0.27281179138322387,322.1702457662713,0,0
0.2828117913832239,325.7874844946066,0,0
0.2928117913832239,333.3366069221548,0,0
0.3028117913832239,342.8469508586131,0,0
0.31281179138322385,355.8730986317849,0,0
0.32281179138322386,364.76656960959923,0,0
0.33281179138322387,382.48517336827206,0,0
0.3428117913832239,392.93116862127414,0,0
0.3528117913832239,404.9413626616703,0,0
0.3628117913832239,430.9815141780743,0,0
0.3728117913832239,465.55600356013986,0,1
0.38281179138322385,466.2332131413916,0,0
0.39281179138322386,,0,0
0.40281179138322387,,0,0
0.4128117913832239,,0,0
0.4228117913832239,,0,0
0.4328117913832239,,0,0
0.44281179138322385,,0,0
0.45281179138322386,,0,0
0.46281179138322387,,0,0
0.4728117913832239,,0,0
0.4828117913832239,,0,0
0.4928117913832239,373.52747641683476,0,0
0.5028117913832238,368.67650652419,0,0
0.5128117913832239,293.05756503143704,0,0
0.5228117913832239,276.6011497974422,0,0
0.5328117913832239,,0,0
0.5428117913832239,,0,0
0.5528117913832239,246.1528738787234,0,0
0.5628117913832239,253.69092348628277,0,0
0.5728117913832239,282.18821072095506,0,0
0.5828117913832239,286.80784602455077,0,0
0.5928117913832239,288.848758347102,0,0
0.6028117913832238,290.2664011403947,1,0
0.6128117913832238,293.3438393883915,0,0
0.6228117913832238,300.74792982825215,0,0
0.6328117913832239,310.93757516411017,0,1
0.6428117913832239,311.5137985176951,0,0
0.6528117913832239,314.76048551213313,0,0
0.6628117913832239,,0,0
0.6728117913832239,,0,0
0.6828117913832239,,0,0
0.6928117913832239,,0,0
0.7028117913832239,,0,0
0.7128117913832239,,0,0
0.7228117913832239,,0,0
0.7328117913832238,,0,0
0.7428117913832238,,0,0
0.7528117913832238,,0,0
0.7628117913832239,,0,0
0.7728117913832239,,0,0
0.7828117913832239,,0,0
0.7928117913832239,,0,0
0.8028117913832239,,0,0
0.8128117913832239,367.1213967329656,0,0
0.8228117913832239,366.9786421350748,0,0
0.8328117913832239,354.4204639505699,0,0
0.8428117913832239,325.0832326503699,0,0
0.8528117913832239,315.52712495210704,0,0
0.8628117913832238,313.18103334787475,0,0
0.8728117913832238,311.56153021418396,0,0
0.8828117913832239,311.91020574064765,0,0
0.8928117913832239,312.2618331967891,0,0
0.9028117913832239,320.1039748302739,0,0
0.9128117913832239,320.6477120862746,0,0
0.9228117913832239,318.4520186143279,0,0
0.9328117913832239,313.79445917806413,0,0
0.9428117913832239,309.40302013788875,0,0
0.9528117913832239,299.5856870162892,0,0
0.9628117913832239,,0,0
0.9728117913832239,,0,0
0.9828117913832238,303.17435647576366,0,0
0.9928117913832238,289.54663938417673,0,0
1.0028117913832237,283.6040530134978,0,0
1.0128117913832237,276.3678485122042,0,0
1.0228117913832238,270.3441823803542,0,0
1.0328117913832238,264.44065304367876,0,0
1.0428117913832238,259.14646985382814,0,0
1.0528117913832238,253.4959954307489,0,0
1.0628117913832238,248.46564644870602,0,0
1.0728117913832238,245.19927983227691,0,0
1.0828117913832238,238.30094537308705,0,0
1.0928117913832238,240.52504115552293,0,0
1.1028117913832238,,0,0
1.1128117913832238,,0,0
1.1228117913832238,,0,0
1.1328117913832239,,0,0
1.1428117913832239,,0,0
1.1528117913832239,,0,0
