time,pitch,rise_point,peak_point
0.02128117913832128,,0,0
0.03128117913832128,,0,0
0.04128117913832128,,0,0
0.05128117913832128,247.5302087466477,0,0
0.061281179138321276,250.4317802276918,0,0
0.07128117913832129,246.636775312866,0,0
0.08128117913832128,253.15488055259533,0,0
0.09128117913832129,254.2336538786908,0,0
0.10128117913832128,253.5500198552442,0,0
0.11128117913832128,252.25423489002648,0,0
0.12128117913832129,248.72084312750067,0,0
0.13128117913832127,239.95661004164978,0,0
0.14128117913832128,235.12686362007733,0,0
0.1512811791383213,,0,0
0.1612811791383213,,0,0
0.17128117913832128,,0,0
0.18128117913832129,,0,0
0.1912811791383213,278.1911854407835,0,0
0.20128117913832128,269.5489199471825,0,0
0.21128117913832128,264.9189098236319,0,0
0.2212811791383213,262.0008352381996,0,0
0.23128117913832127,256.9670220215593,0,0
0.24128117913832128,255.241712835446,0,0
0.25128117913832126,261.1901378757793,0,0
0.2612811791383213,261.60048378596804,1,0
0.2712811791383213,267.39512769711547,0,0
0.2812811791383213,274.25321799830175,0,0
0.2912811791383213,279.5813202907565,0,1
0.3012811791383213,282.91601335106026,0,0
0.31128117913832126,286.13606311761976,0,0
0.32128117913832127,287.7579872755578,0,0
0.3312811791383213,287.5384498336897,0,0
0.3412811791383213,286.30546238940445,0,0
0.3512811791383213,289.3523718720369,0,0
0.3612811791383213,286.57569931188095,0,0
0.3712811791383213,275.0613464229277,0,0
0.38128117913832127,274.6929580143709,0,0
0.3912811791383213,,0,0
0.4012811791383213,,0,0
0.4112811791383213,,0,0
0.4212811791383213,302.7513962343915,1,0
0.4312811791383213,310.04606694944187,0,0
0.44128117913832127,320.26496939486765,0,0
0.4512811791383213,329.8401821362846,0,1
0.4612811791383213,334.3029426794223,0,0
0.4712811791383213,333.49759341153657,0,0
0.4812811791383213,332.73013100026077,1,0
0.4912811791383213,340.71255302997923,0,0
0.5012811791383213,348.1157361655365,0,0
0.5112811791383213,353.4594150026828,0,0
0.5212811791383213,360.0342629375218,0,0
0.5312811791383213,366.1948081057753,0,0
0.5412811791383213,372.4079060638672,0,1
0.5512811791383213,375.1369183267072,0,0
0.5612811791383213,373.5378744173352,0,0
0.5712811791383213,368.9793412051314,0,0
0.5812811791383213,360.9932146994983,0,0
0.5912811791383213,354.5190051002121,0,0
0.6012811791383212,342.06435712264164,0,0
0.6112811791383213,328.2857433491958,0,0
0.6212811791383213,312.26522920221225,0,0
0.6312811791383213,294.0894092331664,0,0
0.6412811791383213,269.1046015634611,0,0
0.6512811791383213,251.6433816273724,0,0
0.6612811791383213,237.56502721980297,0,0
0.6712811791383213,224.5462244666197,0,0
0.6812811791383213,215.45433204610637,0,0
0.6912811791383213,204.1269388016906,0,0
0.7012811791383213,197.29341479848767,0,0
0.7112811791383213,193.9373468995551,0,0
0.7212811791383213,190.48899498555363,0,0
0.7312811791383212,188.35254072960555,0,0
0.7412811791383213,186.8346284095644,0,0
0.7512811791383213,185.69064595228573,0,0
0.7612811791383213,184.87010281121977,0,0
0.7712811791383213,184.1984062048894,0,0
0.7812811791383213,183.94703806146478,0,0
