file_name,intonations,duration,intonation_per_15,id
7306201830168481054_pitch_values,82,150.3727664399093,8.179672617059435,7306201830168481054
7320782185550679338_pitch_values,59,199.56133786848076,4.434726733407911,7320782185550679338
7288699360202820870_pitch_values,49,91.62337868480724,8.021970053390705,7288699360202820870
7319647306595257642_pitch_values,4,15.476439909297053,3.8768605927230473,7319647306595257642
7376083784275332398_pitch_values,50,89.82092970521542,8.349946971840923,7376083784275332398
7351549208228580654_pitch_values,76,166.77766439909297,6.835447684841184,7351549208228580654
7257698617966791978_pitch_values,212,253.0078684807256,12.568779062467204,7257698617966791978
7244229543853083909_pitch_values,92,177.8797052154195,7.75805198422588,7244229543853083909
7299602559377984811_pitch_values,228,266.27807256235826,12.843716221504074,7299602559377984811
7367504345836850478_pitch_values,88,190.4184807256236,6.932100261329176,7367504345836850478
7338194698655386885_pitch_values,26,25.324603174603176,15.400043874768873,7338194698655386885
7339685407170514222_pitch_values,115,128.3515419501134,13.439651552222555,7339685407170514222
7386379881363361032_pitch_values,46,103.56133786848072,6.66271809732968,7386379881363361032
7390934628724591918_pitch_values,67,154.00378684807256,6.525813556724096,7390934628724591918
7378527790661930283_pitch_values,20,325.60215419501134,0.9213698255212478,7378527790661930283
7371880959496506666_pitch_values,9,77.46501133786848,1.7427222647807936,7371880959496506666
7356038668194172206_pitch_values,8,7.300113378684808,16.438100858869024,7356038668194172206
7257183546362662187_pitch_values,101,146.8984807256236,10.313244851250104,7257183546362662187
7326215274233892127_pitch_values,13,217.06337868480725,0.8983551310290577,7326215274233892127
7393052082581916971_pitch_values,67,61.16460317460317,16.431072022671064,7393052082581916971
7200447378254499077_pitch_values,33,81.12215419501133,6.101908965706933,7200447378254499077
7351548823702883627_pitch_values,20,62.96705215419501,4.764396453963794,7351548823702883627
7155093499535412526_pitch_values,9,19.96950113378685,6.760309088121908,7155093499535412526
7372629265851878699_pitch_values,7,74.35643990929705,1.4121170960858695,7372629265851878699
7190851107457912107_pitch_values,56,96.45603174603174,8.708631122330596,7190851107457912107
7312281982019341610_pitch_values,109,226.5458276643991,7.217082816559569,7312281982019341610
7318587051773791531_pitch_values,71,94.83643990929706,11.229860600193147,7318587051773791531
