file_name,intonations,duration,intonation_per_15,id,author_nickname,author_uniqueId,stats_collectCount,stats_commentCount,stats_diggCount,stats_shareCount,stats_playCount,video_duration,authorStats_followingCount,authorStats_followerCount,authorStats_heartCount,genre,authorStats_videoCount,authorStats_diggCount
7259531144150994219_pitch_values,8,209.8535827664399,0.5718272636477025,7259531144150994219,,bradys_bookshelf,181800.0,3003.0,304600.0,10300.0,3300000.0,,252.0,79600.0,1700000.0,bookrecs,215.0,12200.0
7143734811121929518_pitch_values,0,13.935215419501134,0.0,7143734811121929518,,williampdozier,84900.0,1253.0,252200.0,2751.0,5000000.0,,142.0,117900.0,2900000.0,bookrecs,261.0,1542.0
7359299636139412782_pitch_values,98,168.34501133786847,8.732067486393818,7359299636139412782,,delaneylynnesmith,33900.0,458.0,69300.0,3608.0,1100000.0,,255.0,279600.0,7200000.0,bookrecs,958.0,1696.0
7327337915544112415_pitch_values,92,282.1605215419501,4.890833035247382,7327337915544112415,,kaylafig,21900.0,226.0,47200.0,771.0,765300.0,,73.0,26200.0,1400000.0,bookrecs,559.0,3031.0
7347828200753483039_pitch_values,218,222.60133786848075,14.689938664843112,7347828200753483039,,caitlinbea,34700.0,514.0,58400.0,1489.0,1700000.0,,129.0,248500.0,6700000.0,bookrecs,682.0,8673.0
7354083757772557611_pitch_values,20,15.241337868480723,19.68331143819098,7354083757772557611,,edensarchives,1846.0,98.0,11200.0,64.0,119000.0,,147.0,81200.0,9000000.0,bookrecs,548.0,1833.0
7328151561505557806_pitch_values,69,146.29766439909298,7.074617385391539,7328151561505557806,,delaneylynnesmith,40100.0,672.0,94800.0,1687.0,1100000.0,,255.0,279600.0,7200000.0,bookrecs,958.0,1696.0
7391454201072733470_pitch_values,135,225.1090929705216,8.99563839593622,7391454201072733470,,abbiekonnick,1948.0,256.0,5928.0,114.0,110500.0,,670.0,221400.0,4200000.0,bookrecs,1633.0,15300.0
7247548300814224686_pitch_values,3,6.307460317460317,7.134408737448726,7247548300814224686,,bradylockerby,5840.0,125.0,13300.0,188.0,326100.0,,373.0,616300.0,11600000.0,bookrecs,2469.0,43500.0
7288523866446630174_pitch_values,113,176.80868480725624,9.586633155762478,7288523866446630174,,jolie_reads,31900.0,469.0,81000.0,810.0,649900.0,,832.0,260500.0,7100000.0,bookrecs,1211.0,15100.0
7313334711596895534_pitch_values,96,153.2984807256236,9.393439473006508,7313334711596895534,,bookclubwannabe,32400.0,1037.0,112900.0,1198.0,1200000.0,,523.0,242200.0,7300000.0,bookrecs,525.0,4566.0
7222453177890147630_pitch_values,79,173.3605215419501,6.835466284134657,7222453177890147630,,aapueoreads,3960.0,108.0,19300.0,143.0,150500.0,,240.0,48000.0,2900000.0,bookrecs,1097.0,29000.0
7242372071135743259_pitch_values,78,237.4388888888889,4.927583705748847,7242372071135743259,,bookishbytammi,10400.0,210.0,23500.0,503.0,231500.0,,385.0,117300.0,1900000.0,bookrecs,320.0,4434.0
7258790041474927918_pitch_values,60,155.98909297052154,5.769634163909652,7258790041474927918,,_thebookwasbetter,6707.0,198.0,16200.0,270.0,280400.0,,105.0,142800.0,3100000.0,bookrecs,276.0,1281.0
7344775987466341675_pitch_values,100,227.642970521542,6.589265623108948,7344775987466341675,,bonreviewsbooks,34600.0,363.0,45000.0,2378.0,1200000.0,,853.0,45200.0,3000000.0,bookrecs,950.0,43100.0
7379760989257960750_pitch_values,81,134.49031746031747,9.034107606731586,7379760989257960750,,meagan.carioti,17200.0,287.0,49500.0,955.0,399100.0,,1012.0,70900.0,4800000.0,bookrecs,2223.0,15100.0
7360064758956969259_pitch_values,125,256.76950113378683,7.302269123555497,7360064758956969259,,alexisxleanne,103400.0,5071.0,335100.0,7318.0,2400000.0,,276.0,125400.0,4000000.0,bookrecs,195.0,6481.0
7335219530878209311_pitch_values,81,163.7474603174603,7.419962408238005,7335219530878209311,,meagan.carioti,219400.0,2711.0,533100.0,8397.0,6200000.0,,1012.0,70900.0,4800000.0,bookrecs,2223.0,15100.0
7270658065752395051_pitch_values,173,278.8168480725624,9.30718504975226,7270658065752395051,,ellalucillee,138800.0,1600.0,448100.0,4773.0,5900000.0,,358.0,55700.0,1400000.0,bookrecs,72.0,24900.0
7347167896663100714_pitch_values,83,342.7646031746032,3.632230365881161,7347167896663100714,,tatis_corner,93800.0,1461.0,238100.0,4570.0,2200000.0,,74.0,44100.0,1100000.0,bookrecs,148.0,7496.0
7209030204805614894_pitch_values,40,63.77684807256236,9.407802645206733,7209030204805614894,,books.with.lee,704.0,113.0,4046.0,39.0,103600.0,,453.0,105600.0,1400000.0,bookrecs,869.0,20300.0
7252424500963200298_pitch_values,70,177.67072562358277,5.909808699856125,7252424500963200298,,bradylockerby,476600.0,8918.0,981600.0,32500.0,14900000.0,,373.0,616300.0,11600000.0,bookrecs,2469.0,43500.0
7333300706289470753_pitch_values,36,124.407052154195,4.340589947671959,7333300706289470753,,bookishbytammi,2382.0,273.0,9788.0,96.0,99400.0,,385.0,117300.0,1900000.0,bookrecs,320.0,4434.0
7302472195245313326_pitch_values,123,182.13766439909296,10.12970055417702,7302472195245313326,,lyssasreading,37100.0,262.0,82100.0,691.0,1200000.0,,102.0,18700.0,1800000.0,bookrecs,69.0,4575.0
7359649024523160874_pitch_values,45,194.8592970521542,3.464037950518398,7359649024523160874,,bradylockerby,40100.0,1392.0,81400.0,4667.0,1600000.0,,373.0,616300.0,11600000.0,bookrecs,2469.0,43500.0
7371299242075262254_pitch_values,31,217.4290929705216,2.138628247246764,7371299242075262254,,amandaalmareads,2020.0,17.0,2928.0,59.0,40600.0,,5.0,2751.0,480000.0,bookrecs,340.0,18.0
7382743508928433451_pitch_values,61,540.8772562358276,1.6916962017738295,7382743508928433451,,booksforlosers,38600.0,411.0,79100.0,1226.0,532400.0,,3671.0,57800.0,6000000.0,bookrecs,1244.0,172800.0
7393772132934765854_pitch_values,12,78.77113378684807,2.285101043322211,7393772132934765854,,ajlanereads,1947.0,173.0,4085.0,133.0,39700.0,,68.0,31000.0,290600.0,bookrecs,133.0,2539.0
7387087317946715435_pitch_values,241,247.44378684807256,14.6093787443512,7387087317946715435,,mariannasreads,15700.0,370.0,29100.0,1146.0,271400.0,,43.0,127000.0,2500000.0,bookrecs,109.0,5161.0
7339756750112918827_pitch_values,85,47.9727664399093,26.57757921042693,7339756750112918827,,dm6589,42100.0,296.0,93600.0,1269.0,1000000.0,,774.0,198600.0,27200000.0,bookrecs,1596.0,17600.0
7382285833417608454_pitch_values,31,114.95072562358276,4.045211524133283,7382285833417608454,,bigbooklady,103900.0,691.0,156300.0,3994.0,1400000.0,,584.0,263600.0,9900000.0,bookrecs,607.0,20900.0
7377814885679238442_pitch_values,193,245.4846031746032,11.793000304548244,7377814885679238442,,mariannasreads,92200.0,1459.0,180200.0,10300.0,1500000.0,,43.0,127000.0,2500000.0,bookrecs,109.0,5161.0
7384833760866454814_pitch_values,74,200.47562358276645,5.536832758830332,7384833760866454814,,books.with.laur,2744.0,50.0,7221.0,119.0,57100.0,,350.0,20900.0,1200000.0,bookrecs,342.0,7518.0
7348813936663350570_pitch_values,16,67.25113378684807,3.5687130682536603,7348813936663350570,,tayrosen,65600.0,734.0,139400.0,2827.0,1500000.0,,485.0,355600.0,17300000.0,bookrecs,436.0,5392.0
7190418883071806762_pitch_values,10,28.459297052154195,5.270685348450865,7190418883071806762,,nateliason,5341.0,114.0,10600.0,507.0,352300.0,,159.0,120300.0,1700000.0,bookrecs,265.0,11800.0
7381539350879980846_pitch_values,10,59.59725623582767,2.516894392024469,7381539350879980846,,sybrenna,1133.0,81.0,4250.0,56.0,31400.0,,871.0,10200.0,130800.0,bookrecs,278.0,33700.0
7225092945530096942_pitch_values,48,171.5580725623583,4.1968296172031945,7225092945530096942,,aapueoreads,123700.0,1187.0,260200.0,8501.0,2000000.0,,240.0,48000.0,2900000.0,bookrecs,1097.0,29000.0
7363314315488742699_pitch_values,36,26.944195011337868,20.041422643087795,7363314315488742699,,shawnacischroeder,44500.0,525.0,67400.0,9131.0,543000.0,,18.0,210700.0,12300000.0,bookrecs,1319.0,21300.0
7390461645258116395_pitch_values,43,47.73766439909297,13.511343885777856,7390461645258116395,,probablyoffreading,20400.0,1453.0,117700.0,1861.0,2700000.0,,373.0,298400.0,7500000.0,bookrecs,1672.0,43600.0
7314444517221109038_pitch_values,97,190.4446031746032,7.640016969480772,7314444517221109038,,meagan.carioti,18500.0,252.0,53700.0,318.0,543100.0,,1012.0,70900.0,4800000.0,bookrecs,2223.0,15100.0
7344574819112979754_pitch_values,77,188.95562358276644,6.112546311669239,7344574819112979754,,,,,,,,,,,,bookrecs,,
7381225261666192683_pitch_values,20,33.70990929705216,8.899460314662852,7381225261666192683,,caitlinbea,1164.0,62.0,2393.0,80.0,69500.0,,129.0,248500.0,6700000.0,bookrecs,682.0,8673.0
7333764882665344302_pitch_values,39,68.74011337868481,8.510314738314047,7333764882665344302,,sydneyyybooks,31500.0,421.0,42700.0,2290.0,440000.0,,375.0,399800.0,6700000.0,bookrecs,643.0,45000.0
7394558056274709803_pitch_values,31,53.876439909297055,8.630859811502846,7394558056274709803,,jacob_elijah_,72.0,359.0,486.0,7.0,4870.0,,430.0,8409.0,113100.0,bookrecs,163.0,199200.0
7278439753203207467_pitch_values,2,76.02827664399094,0.3945900305024357,7278439753203207467,,victoria.thatsit,50800.0,2574.0,132800.0,5990.0,1800000.0,,367.0,66100.0,2600000.0,bookrecs,433.0,23100.0
7394604979799002399_pitch_values,220,437.8503174603175,7.536822216188253,7394604979799002399,,tinas_library,57.0,18.0,244.0,0.0,1943.0,,265.0,16000.0,869200.0,bookrecs,551.0,2863.0
7363749993758330154_pitch_values,60,44.1327664399093,20.39301119329173,7363749993758330154,,edensarchives,2434.0,77.0,7699.0,179.0,124100.0,,147.0,81200.0,9000000.0,bookrecs,548.0,1833.0
7370458729134722350_pitch_values,55,111.3197052154195,7.411086818847637,7370458729134722350,,jolie_reads,16700.0,332.0,52800.0,652.0,586900.0,,832.0,260500.0,7100000.0,bookrecs,1211.0,15100.0
7267135268262530305_pitch_values,125,106.66990929705216,17.577590647223097,7267135268262530305,,ambers.vl0gz,87500.0,6624.0,867700.0,11800.0,7600000.0,,483.0,715500.0,32600000.0,grwm,450.0,29100.0
7202674344118537478_pitch_values,40,176.2339909297052,3.404564561210687,7202674344118537478,,katiefanggg,43200.0,3092.0,732100.0,3313.0,4700000.0,,139.0,5200000.0,316400000.0,grwm,864.0,1043.0
7374159222956756230_pitch_values,26,43.662562358276645,8.932137257539395,7374159222956756230,,kenz5954,90800.0,4962.0,2500000.0,36100.0,13800000.0,,887.0,779900.0,51100000.0,grwm,684.0,170800.0
7198124383557143851_pitch_values,67,86.26827664399093,11.64970530415718,7198124383557143851,,sarah..grwms,53500.0,14100.0,1400000.0,58600.0,9700000.0,,85.0,616500.0,21400000.0,grwm,132.0,197.0
7317017754874285317_pitch_values,95,158.60133786848073,8.984791800316799,7317017754874285317,,katiefanggg,26600.0,2105.0,569300.0,535.0,4400000.0,,139.0,5200000.0,316400000.0,grwm,864.0,1043.0
7364346057511243051_pitch_values,16,209.30501133786848,1.1466519528888988,7364346057511243051,,itz_justlola,13500.0,767.0,342300.0,524.0,2700000.0,,429.0,1300000.0,77600000.0,grwm,646.0,23800.0
7327442011789856042_pitch_values,90,158.60133786848073,8.511908021352758,7327442011789856042,,julietteweg,27200.0,3602.0,332500.0,571.0,2900000.0,,149.0,3100000.0,174300000.0,grwm,1270.0,8058.0
7278334911088610606_pitch_values,89,198.2552154195012,6.733744669340409,7278334911088610606,,lottie..weaver,19900.0,2774.0,293600.0,2489.0,4900000.0,,185.0,1300000.0,87600000.0,grwm,2200.0,2543.0
7272531412211780907_pitch_values,42,60.04133786848072,10.492770853640897,7272531412211780907,,luvv4iys,22800.0,631.0,187000.0,1803.0,1500000.0,,980.0,1700000.0,66700000.0,grwm,383.0,65100.0
7243632895179459886_pitch_values,42,107.87154195011338,5.84027991637824,7243632895179459886,,miacpuckett,44400.0,2622.0,783500.0,3587.0,5900000.0,,42.0,597100.0,20400000.0,grwm,275.0,596.0
7392415798645558559_pitch_values,44,110.43154195011338,5.9765533320013775,7392415798645558559,,kiyonlovesgrwm,8516.0,567.0,67000.0,1353.0,365100.0,,1643.0,136400.0,1700000.0,grwm,125.0,9703.0
7358223180751850795_pitch_values,62,66.23235827664399,14.04147495572346,7358223180751850795,,.isaescu,4141.0,444.0,136400.0,350.0,1500000.0,,305.0,1900000.0,226800000.0,grwm,1118.0,13800.0
7355556865742490926_pitch_values,54,62.23562358276644,13.015053973433565,7355556865742490926,,.isaescu,4089.0,154.0,126500.0,332.0,1300000.0,,305.0,1900000.0,226800000.0,grwm,1118.0,13800.0
7374575565552078123_pitch_values,71,75.7931746031746,14.051397181552971,7374575565552078123,,demetradias,8269.0,714.0,254600.0,724.0,2100000.0,,152.0,2700000.0,197700000.0,grwm,558.0,26100.0
7372327511872605482_pitch_values,262,255.2282766439909,15.397980394945897,7372327511872605482,,giannamjoyce,17300.0,599.0,140700.0,3323.0,907500.0,,634.0,10200000.0,626900000.0,grwm,3538.0,20100.0
7369233108656278816_pitch_values,37,108.62909297052154,5.1091285476406325,7369233108656278816,,madsssgrwms,54100.0,10800.0,627900.0,32200.0,11000000.0,,2277.0,663200.0,30600000.0,grwm,509.0,44800.0
7393830749180267819_pitch_values,105,103.48297052154194,15.219895525439464,7393830749180267819,,krissleos,12000.0,4734.0,149200.0,681.0,1200000.0,,444.0,2800000.0,97100000.0,grwm,1304.0,87200.0
7276946131785927982_pitch_values,18,113.46174603174605,2.379656663528299,7276946131785927982,,sienna.sacco_,30400.0,1127.0,390700.0,19500.0,5800000.0,,163.0,538800.0,20900000.0,grwm,766.0,52600.0
7344401364765789482_pitch_values,20,136.52786848072563,2.1973535757818747,7344401364765789482,,martaylor6,12600.0,2516.0,238300.0,5513.0,1800000.0,,532.0,278000.0,12200000.0,grwm,982.0,16800.0
7331092594400824618_pitch_values,79,85.27562358276644,13.896116500981876,7331092594400824618,,krissleos,50600.0,2977.0,502600.0,896.0,6200000.0,,444.0,2800000.0,97100000.0,grwm,1304.0,87200.0
7328872893650111787_pitch_values,17,36.37439909297052,7.010425089036856,7328872893650111787,,yazmin.adalynn,5939.0,3532.0,72500.0,497.0,971500.0,,884.0,181100.0,19500000.0,grwm,3042.0,44600.0
7394132076716428587_pitch_values,69,174.90174603174603,5.917608162768937,7394132076716428587,,hoperyangrwm,233.0,77.0,4276.0,8.0,19700.0,,63.0,282400.0,6600000.0,grwm,257.0,386.0
7358061033434434862_pitch_values,103,336.2862358276644,4.594300436345428,7358061033434434862,,adoree.natalyaa,18500.0,0.0,177100.0,1602.0,1200000.0,,782.0,73600.0,1400000.0,grwm,67.0,30900.0
7281739191606611243_pitch_values,10,47.16297052154195,3.1804612462119333,7281739191606611243,,stormie.goldsmith,459700.0,22500.0,5400000.0,347400.0,36500000.0,,194.0,641000.0,35500000.0,grwm,251.0,62900.0
7284621721204690219_pitch_values,12,197.1058276643991,0.9132150080639716,7284621721204690219,,martaylor6,7152.0,3543.0,77700.0,1094.0,426000.0,,532.0,278000.0,12200000.0,grwm,982.0,16800.0
7364273026428341522_pitch_values,16,52.727052154195015,4.551743179158658,7364273026428341522,,bellacini77,83700.0,43200.0,1300000.0,420600.0,20500000.0,,84.0,85900.0,3900000.0,grwm,90.0,719.0
7309926297965186350_pitch_values,114,163.98256235827665,10.427938040533316,7309926297965186350,,sophiee_grwmm,12300.0,435.0,126000.0,320.0,1600000.0,,721.0,186700.0,4700000.0,grwm,255.0,1219.0
7393401232066497822_pitch_values,63,130.07562358276644,7.265004571734392,7393401232066497822,,bellavvgrwm,998.0,185.0,17500.0,73.0,119300.0,,122.0,370300.0,8200000.0,grwm,73.0,3118.0
7275419807585963306_pitch_values,0,35.982562358276645,0.0,7275419807585963306,,bimbofromthejerzshore,16000.0,4273.0,318400.0,31100.0,4600000.0,,145.0,166900.0,11500000.0,grwm,1321.0,31700.0
7366005668521856298_pitch_values,57,141.93521541950113,6.023875029695608,7366005668521856298,,_sozzled_,12400.0,670.0,241800.0,823.0,1900000.0,,640.0,1100000.0,53500000.0,grwm,585.0,16000.0
7342573657002233130_pitch_values,87,97.76215419501132,13.34872385685004,7342573657002233130,,krissleos,27500.0,2713.0,231100.0,661.0,2800000.0,,444.0,2800000.0,97100000.0,grwm,1304.0,87200.0
7363699065600675118_pitch_values,63,118.84297052154194,7.951669298174481,7363699065600675118,,sonya_styles,56700.0,2973.0,1300000.0,5219.0,14600000.0,,306.0,1100000.0,74400000.0,grwm,656.0,12000.0
7390447170517749034_pitch_values,87,90.552358276644,14.411551778840822,7390447170517749034,,joyaisabela,7324.0,967.0,157700.0,4610.0,2100000.0,,236.0,125300.0,2000000.0,grwm,45.0,5836.0
7351132856158014763_pitch_values,33,33.47480725623583,14.787239735571273,7351132856158014763,,evelyngrwmofficialk,72600.0,4864.0,921900.0,20000.0,6900000.0,,0.0,409200.0,7100000.0,grwm,114.0,0.0
7392707594252504350_pitch_values,50,65.65766439909297,11.422885764580457,7392707594252504350,,sydneyrenayeverhart,18300.0,378.0,481900.0,1303.0,3800000.0,,314.0,1000000.0,55200000.0,grwm,2244.0,27000.0
7295032586341059883_pitch_values,68,513.6315419501134,1.9858593499288404,7295032586341059883,,itz_justlola,40700.0,3747.0,550000.0,4646.0,5600000.0,,429.0,1300000.0,77600000.0,grwm,646.0,23800.0
7388591121678552351_pitch_values,81,60.92950113378685,19.94107907320865,7388591121678552351,,lisi.shops,8220.0,1097.0,183600.0,521.0,1400000.0,,2864.0,2100000.0,115300000.0,grwm,1177.0,31700.0
7310337893245914411_pitch_values,55,190.2095011337869,4.337322768223461,7310337893245914411,,neevaeha,8220.0,770.0,53600.0,162.0,762700.0,,117.0,932800.0,13300000.0,grwm,232.0,5863.0
7249776837990141189_pitch_values,68,180.98827664399093,5.63572414143911,7249776837990141189,,katiefanggg,201700.0,4955.0,2100000.0,17000.0,12600000.0,,139.0,5200000.0,316400000.0,grwm,864.0,1043.0
7324778813685075246_pitch_values,80,91.44052154195012,13.123284729401687,7324778813685075246,,krissleos,21400.0,3602.0,213100.0,356.0,2800000.0,,444.0,2800000.0,97100000.0,grwm,1304.0,87200.0
7341885945957879070_pitch_values,164,244.98827664399093,10.041296806927594,7341885945957879070,,haylieamariee,8543.0,244.0,134000.0,257.0,933100.0,,115.0,33400.0,3000000.0,grwm,297.0,57500.0
7350308987822394670_pitch_values,25,129.00460317460318,2.906873016712828,7350308987822394670,,the.noelanik,152900.0,16100.0,3000000.0,98100.0,22700000.0,,114.0,2400000.0,114400000.0,grwm,329.0,13400.0
7328507053620825390_pitch_values,123,88.98501133786849,20.73382890287773,7328507053620825390,,krissleos,29400.0,1182.0,324500.0,397.0,4500000.0,,444.0,2800000.0,97100000.0,grwm,1304.0,87200.0
7325980019203886382_pitch_values,165,586.5654195011338,4.219478199217669,7325980019203886382,,grwms.by.vitoria,40200.0,5295.0,909500.0,9066.0,12400000.0,,185.0,1400000.0,31000000.0,grwm,241.0,8713.0
7394129236946160927_pitch_values,67,70.6731746031746,14.220388508695292,7394129236946160927,,madison_meade,715.0,78.0,4151.0,33.0,23400.0,,298.0,111200.0,4600000.0,grwm,265.0,4179.0
7392684479933910315_pitch_values,73,128.45603174603175,8.524317504723374,7392684479933910315,,adaure.grwm,2046.0,300.0,14100.0,354.0,149800.0,,904.0,7071.0,642800.0,grwm,197.0,19500.0
7340102070550269227_pitch_values,30,64.27317460317461,7.001365698494273,7340102070550269227,,oyinda.maj,19200.0,715.0,258400.0,310.0,2400000.0,,58.0,61100.0,3000000.0,grwm,182.0,5824.0
7374876347534970155_pitch_values,96,121.40297052154196,11.861324264256648,7374876347534970155,,krissleos,30300.0,1964.0,301100.0,1590.0,3600000.0,,444.0,2800000.0,97100000.0,grwm,1304.0,87200.0
7333344488422772014_pitch_values,82,99.30337868480726,12.38628550498838,7333344488422772014,,lisi.shops,7891.0,576.0,138200.0,223.0,1800000.0,,2864.0,2100000.0,115300000.0,grwm,1177.0,31700.0
7306489909089570094_pitch_values,30,69.23643990929705,6.4994676299001055,7306489909089570094,,elm0zwrld,23900.0,1020.0,381100.0,356.0,2100000.0,,220.0,2400000.0,92000000.0,grwm,321.0,112300.0
7363565914077285674_pitch_values,110,203.1662358276644,8.121428215068232,7363565914077285674,,ch3lcityy,68100.0,24700.0,862300.0,11600.0,5400000.0,,149.0,31400.0,1400000.0,grwm,228.0,189500.0
7362966410378874158_pitch_values,46,145.95807256235827,4.727384980403934,7362966410378874158,,kelllytee,20200.0,1015.0,442900.0,8340.0,3200000.0,,306.0,28700.0,6600000.0,grwm,986.0,18000.0
7341887513730043166_pitch_values,60,161.5792970521542,5.5700205188385,7341887513730043166,,elm0zwrld,35600.0,1160.0,601700.0,411.0,3500000.0,,220.0,2400000.0,92000000.0,grwm,321.0,112300.0
7324130633385561386_pitch_values,94,129.5792970521542,10.881367873391772,7324130633385561386,,codygrwms,83900.0,6031.0,914800.0,10000.0,12000000.0,,886.0,269600.0,10900000.0,grwm,528.0,16000.0
7334474026913385774_pitch_values,42,101.47154195011338,6.208637297634916,7334474026913385774,,mona.ava7,22400.0,1599.0,335700.0,776.0,2800000.0,,307.0,199500.0,8600000.0,grwm,151.0,13700.0
7253239921274621227_pitch_values,96,173.62174603174603,8.293891939876598,7253239921274621227,,grwkatiefangg,27000.0,2186.0,227500.0,2187.0,7200000.0,,3.0,137200.0,459600.0,grwm,47.0,699.0
7328596696328391942_pitch_values,152,220.53766439909296,10.338370120189673,7328596696328391942,,autumnggrwm,17500.0,1382.0,244400.0,182.0,1900000.0,,338.0,188000.0,2800000.0,grwm,248.0,6578.0
7340450119558368542_pitch_values,23,248.46256235827664,1.3885391695450635,7340450119558368542,,giofilmedthis,43500.0,6160.0,725500.0,14500.0,11800000.0,,1272.0,2100000.0,172900000.0,grwm,742.0,8348.0
7371824184089136430_pitch_values,8,47.659297052154194,2.5178717988366976,7371824184089136430,,kayleighbursch,3230.0,158.0,79100.0,268.0,1100000.0,,113.0,366300.0,12900000.0,grwm,397.0,2820.0
7314254763686628650_pitch_values,26,293.18419501133786,1.3302217740111064,7314254763686628650,,itz_justlola,8290.0,1486.0,188400.0,194.0,1700000.0,,429.0,1300000.0,77600000.0,grwm,646.0,23800.0
7393756404273745194_pitch_values,46,84.7531746031746,8.14128796037045,7393756404273745194,,sonya_styles,12600.0,495.0,330400.0,1580.0,4400000.0,,306.0,1100000.0,74400000.0,grwm,656.0,12000.0
7219451520142560558_pitch_values,19,51.13358276643991,5.573636435799522,7219451520142560558,,heyimsuie,16400.0,1177.0,203000.0,1279.0,2000000.0,,641.0,4000000.0,125200000.0,grwm,551.0,10200.0
7394179400624803103_pitch_values,116,599.8095011337869,2.9009210369475205,7394179400624803103,,emymoore3,123.0,41.0,3799.0,15.0,22300.0,,876.0,1000000.0,64800000.0,grwm,1110.0,50400.0
7393429919268605214_pitch_values,139,158.49684807256236,13.154835729259764,7393429919268605214,,lisi.shops,4388.0,425.0,86700.0,330.0,489800.0,,2864.0,2100000.0,115300000.0,grwm,1177.0,31700.0
7319145951157898527_pitch_values,35,250.2650113378685,2.097776262025008,7319145951157898527,,itz_justlola,19600.0,2527.0,326200.0,474.0,5000000.0,,429.0,1300000.0,77600000.0,grwm,646.0,23800.0
7340015086712458527_pitch_values,56,112.86092970521544,7.442788236761997,7340015086712458527,,miacpuckett,4988.0,200.0,139700.0,208.0,864600.0,,42.0,597100.0,20400000.0,grwm,275.0,596.0
7324460434076044586_pitch_values,117,103.43072562358276,16.96787863972841,7324460434076044586,,kaitlynj101,3375.0,445.0,111900.0,134.0,1100000.0,,30.0,1600000.0,57100000.0,grwm,1239.0,97400.0
7326657800522714414_pitch_values,27,62.28786848072562,6.502068699386034,7326657800522714414,,_.lizethhhh,5199.0,285.0,85100.0,144.0,966200.0,,302.0,351300.0,18300000.0,grwm,446.0,137400.0
7269701229306088750_pitch_values,13,116.70092970521542,1.6709378450760135,7269701229306088750,,shanayahmariee,6270.0,719.0,100400.0,250.0,743900.0,,401.0,1100000.0,58000000.0,grwm,1023.0,53500.0
7376401449565179169_pitch_values,120,211.39480725623585,8.514873299693614,7376401449565179169,,kaylaimee,11000.0,806.0,93500.0,1598.0,937400.0,,45.0,90500.0,5100000.0,grwm,62.0,2024.0
7392033220679716127_pitch_values,73,318.6274603174603,3.4366152839087096,7392033220679716127,,user692047129,309.0,55.0,6236.0,14.0,73000.0,,0.0,21600.0,613700.0,grwm,65.0,48.0
7278101254285380907_pitch_values,61,58.60460317460318,15.61310802282718,7278101254285380907,,justtkass,15400.0,1100.0,286700.0,738.0,4100000.0,,115.0,4200000.0,169800000.0,grwm,1000.0,3875.0
7373664295521078574_pitch_values,37,70.72541950113379,7.847249318770077,7373664295521078574,,elm0zwrld,15500.0,1447.0,239100.0,1385.0,1500000.0,,220.0,2400000.0,92000000.0,grwm,321.0,112300.0
7356316882443521326_pitch_values,68,54.60786848072562,18.678626878835583,7356316882443521326,,hannnah.leigh,2542.0,270.0,81700.0,790.0,614400.0,,242.0,2500000.0,101200000.0,grwm,1835.0,48700.0
7290575101106343210_pitch_values,49,91.8062358276644,8.005992113430263,7290575101106343210,,demetradias,13700.0,402.0,193800.0,691.0,1300000.0,,152.0,2700000.0,197700000.0,grwm,558.0,26100.0
7311837094299634987_pitch_values,66,113.30501133786848,8.737477612952897,7311837094299634987,,sarailorenn,6416.0,382.0,70400.0,245.0,1400000.0,,111.0,128100.0,4400000.0,grwm,427.0,17100.0
7292143580284456223_pitch_values,177,172.81195011337869,15.363520857545469,7292143580284456223,,.isaescu,150800.0,6451.0,2100000.0,6748.0,19200000.0,,305.0,1900000.0,226800000.0,grwm,1118.0,13800.0
7381500025681235246_pitch_values,37,53.954807256235824,10.286386482010014,7381500025681235246,,codygrwms,46000.0,21300.0,571500.0,42900.0,7500000.0,,886.0,269600.0,10900000.0,grwm,528.0,16000.0
7341417470663724330_pitch_values,57,179.65603174603174,4.759094318684824,7341417470663724330,,burgerstina,15300.0,653.0,252500.0,745.0,1400000.0,,103.0,326000.0,20400000.0,grwm,480.0,18600.0
7389311347323915566_pitch_values,184,287.4111337868481,9.602968276263406,7389311347323915566,,giannamjoyce,8858.0,1182.0,99000.0,562.0,660700.0,,634.0,10200000.0,626900000.0,grwm,3538.0,20100.0
7371388808509689134_pitch_values,17,195.5384807256236,1.304091138755506,7371388808509689134,,itz_justlola,6946.0,515.0,203400.0,263.0,1500000.0,,429.0,1300000.0,77600000.0,grwm,646.0,23800.0
7390798775846980910_pitch_values,59,146.79399092970522,6.028857137781595,7390798775846980910,,hoperyangrwm,9479.0,725.0,153700.0,549.0,860100.0,,63.0,282400.0,6600000.0,grwm,257.0,386.0
7358179822432111918_pitch_values,170,156.407052154195,16.303612688039564,7358179822432111918,,lisi.shops,12000.0,950.0,231700.0,581.0,1800000.0,,2864.0,2100000.0,115300000.0,grwm,1177.0,31700.0
7278063994366381358_pitch_values,33,47.92052154195012,10.329603770415392,7278063994366381358,,aidxnft,658.0,50.0,6065.0,48.0,190500.0,,61.0,896200.0,15300000.0,storytime,833.0,1555.0
7207635437840600366_pitch_values,56,169.8862358276644,4.944485325180263,7207635437840600366,,lust4butta,653.0,92.0,4614.0,125.0,192200.0,,340.0,7532.0,54800.0,storytime,47.0,850.0
7357865762192821550_pitch_values,52,75.97603174603175,10.266395626022408,7357865762192821550,,lexi_stizzy,16400.0,5636.0,677600.0,37000.0,4300000.0,,401.0,2919.0,1100000.0,storytime,153.0,60100.0
