file_name,intonations,duration,intonation_per_15,id,author_uniqueId,stats_diggCount,stats_shareCount,stats_commentCount,stats_playCount,stats_collectCount,authorStats_followingCount,authorStats_followerCount,authorStats_heartCount,authorStats_videoCount,authorStats_diggCount
7339808233932016938_pitch_values,164,581.628276643991,4.229505508559966,7339808233932016938,5u1mi,378700,1306,1315,2100000,48700,221,41800,1900000,32,156900
7394901674269166894_pitch_values,33,59.20541950113379,8.36072109902913,7394901674269166894,mrcharlieclassic,739,27,23,4372,15,441,311600,8600000,434,14600
7368935343837596974_pitch_values,125,199.50909297052155,9.39806788794855,7368935343837596974,www.notkaymaire,281500,2386,1177,2800000,46900,27,424500,4600000,44,7696
6843491501712952582_pitch_values,23,57.063378684807255,6.045909091812223,6843491501712952582,rainabaig,376400,2336,2468,4800000,15800,6197,87100,8200000,215,127400
7370796478119333162_pitch_values,153,210.08868480725624,10.923958147034549,7370796478119333162,kianna_nycole,571400,91200,14600,3700000,33400,71,12000,1100000,217,1986
7343004766156492075_pitch_values,117,176.887052154195,9.921585433342749,7343004766156492075,officialxmookie,107100,1173,1425,1200000,7006,1555,5300000,254300000,2786,17100
7358292324868246815_pitch_values,146,125.00786848072562,17.518897223158923,7358292324868246815,heyslim498,629100,10300,3811,5200000,62400,3773,142200,7700000,2027,34200
7377857805409094954_pitch_values,103,93.89603174603177,16.454369490064153,7377857805409094954,loreniannucci,1600000,46100,6038,8500000,78500,135,142000,17600000,459,56600
7206004919604710698_pitch_values,83,149.7719501133787,8.312637974317115,7206004919604710698,taylorlaios,517300,2042,911,3400000,21800,167,75900,8300000,493,7513
7343422201548360990_pitch_values,54,95.48950113378685,8.482607934720892,7343422201548360990,_sozzled_,367600,1377,1279,2600000,31300,640,1100000,54300000,587,16100
7290994816555535648_pitch_values,64,192.5343990929705,4.986121984032773,7290994816555535648,itsgoneviral,1200000,22300,5246,15900000,110400,205,5400000,335500000,982,13900
7270212353575374126_pitch_values,93,94.54909297052154,14.754239899846867,7270212353575374126,thebaileylavender,837100,1296,559,8700000,38300,1851,2700000,183200000,1437,7048
7269864676710763819_pitch_values,91,114.42827664399093,11.928869681807631,7269864676710763819,thebaileylavender,1200000,2016,1427,11300000,58100,1851,2700000,183200000,1437,7048
7003446750191127814_pitch_values,120,56.09684807256236,32.08736429668321,7003446750191127814,lex0calypse,1400000,2723,5311,17900000,36900,344,258000,3700000,344,18300
7211504104420543746_pitch_values,190,165.28868480725623,17.242559606081905,7211504104420543746,belicia.arnold,62600,231,661,621300,5461,144,132500,17400000,466,15700
7292858237857189162_pitch_values,84,180.1784807256236,6.993065958407832,7292858237857189162,kenziefantaa,814200,3062,10700,7400000,28300,657,54000,1500000,56,10000
7336318763299523882_pitch_values,100,95.75072562358277,15.665677625220626,7336318763299523882,brynnemarieeee,1600000,3357,5728,12100000,47300,441,4600000,269400000,2050,16200
