time,pitch,rise_point,peak_point
0.021587301587300375,,0,0
0.03158730158730037,,0,0
0.041587301587300375,,0,0
0.05158730158730038,,0,0
0.06158730158730037,,0,0
0.07158730158730038,137.57614262236132,0,0
0.08158730158730038,136.86906103802195,0,0
0.09158730158730038,98.71195169051673,0,0
0.10158730158730038,99.85806881829892,0,0
0.11158730158730037,151.82867300462533,0,0
0.12158730158730038,153.0799645269577,0,0
0.13158730158730036,154.88875290515153,0,0
0.14158730158730037,157.45124720204885,0,0
0.15158730158730038,160.16535201307383,0,0
0.1615873015873004,154.66573526982526,0,0
0.17158730158730037,147.71423628389215,0,0
0.18158730158730038,152.11252388591183,0,0
0.1915873015873004,,0,0
0.20158730158730037,,0,0
0.21158730158730038,,0,0
0.2215873015873004,,0,0
0.23158730158730037,,0,0
0.24158730158730038,,0,0
0.25158730158730036,,0,0
0.26158730158730037,,0,0
0.2715873015873004,,0,0
0.2815873015873004,,0,0
0.2915873015873004,,0,0
0.3015873015873004,,0,0
0.31158730158730036,303.82697344977237,0,0
0.32158730158730037,297.3357738235252,0,0
0.3315873015873004,293.353026687261,0,0
0.3415873015873004,292.4733081841378,0,0
0.3515873015873004,289.8707080073446,0,0
0.3615873015873004,,0,0
0.3715873015873004,,0,0
0.38158730158730036,,0,0
0.3915873015873004,93.4743342732884,0,0
0.4015873015873004,92.46991258970385,0,0
0.4115873015873004,91.6598097146348,0,0
0.4215873015873004,90.83024818719012,0,0
0.4315873015873004,90.54374333717205,0,0
0.44158730158730036,90.04530379807547,0,0
0.45158730158730037,89.17838469128755,0,0
0.4615873015873004,88.18781615453915,0,0
0.4715873015873004,,0,0
0.4815873015873004,,0,0
0.4915873015873004,,0,0
0.5015873015873004,130.28737892110402,0,0
0.5115873015873004,129.1743160075795,0,0
0.5215873015873004,128.705445101563,0,0
0.5315873015873004,127.59750639321648,0,0
0.5415873015873004,126.49851539665325,0,0
0.5515873015873004,125.51461139441173,0,0
0.5615873015873004,125.01618106498796,0,0
0.5715873015873004,125.35002143783693,0,0
0.5815873015873004,126.16542463495735,0,0
0.5915873015873004,127.13956361110883,0,0
0.6015873015873003,125.94319761901006,0,0
0.6115873015873003,124.73237501512257,0,0
0.6215873015873004,124.55243658070205,0,0
0.6315873015873004,125.63957886413489,0,0
0.6415873015873004,125.20534105896449,0,0
0.6515873015873004,,0,0
0.6615873015873004,,0,0
0.6715873015873004,,0,0
0.6815873015873004,,0,0
0.6915873015873004,,0,0
0.7015873015873004,,0,0
0.7115873015873004,,0,0
0.7215873015873004,,0,0
0.7315873015873003,,0,0
0.7415873015873004,,0,0
0.7515873015873004,,0,0
0.7615873015873004,,0,0
0.7715873015873004,,0,0
0.7815873015873004,,0,0
0.7915873015873004,,0,0
0.8015873015873004,,0,0
0.8115873015873004,,0,0
0.8215873015873004,,0,0
0.8315873015873004,,0,0
0.8415873015873004,,0,0
0.8515873015873004,,0,0
0.8615873015873003,,0,0
0.8715873015873004,,0,0
0.8815873015873004,,0,0
0.8915873015873004,,0,0
0.9015873015873004,,0,0
0.9115873015873004,,0,0
0.9215873015873004,,0,0
0.9315873015873004,,0,0
0.9415873015873004,,0,0
0.9515873015873004,,0,0
0.9615873015873004,,0,0
0.9715873015873004,,0,0
0.9815873015873003,,0,0
0.9915873015873004,,0,0
1.0015873015873002,,0,0
1.0115873015873003,,0,0
1.0215873015873003,,0,0
1.0315873015873003,,0,0
1.0415873015873003,,0,0
1.0515873015873003,,0,0
1.0615873015873003,,0,0
1.0715873015873003,,0,0
1.0815873015873003,,0,0
1.0915873015873003,,0,0
1.1015873015873003,335.2628476253549,0,0
1.1115873015873003,333.28006145149055,0,0
1.1215873015873004,293.98556974304415,0,0
1.1315873015873004,276.1245713957588,0,0
1.1415873015873004,276.94250513338505,0,0
1.1515873015873004,259.99598481691436,0,0
1.1615873015873004,248.20982749816207,0,0
1.1715873015873004,246.7498125433694,0,0
1.1815873015873002,248.0437241081284,0,0
1.1915873015873002,249.72488803174937,0,0
1.2015873015873002,251.03508456880323,0,0
1.2115873015873002,251.48941605746583,0,0
1.2215873015873002,251.47507366743392,0,0
1.2315873015873002,250.7326771139226,0,0
1.2415873015873002,248.9899661663397,0,0
1.2515873015873002,246.9791273699882,0,0
1.2615873015873003,245.463759246513,0,0
